ιπόπνοος λιπόπνοον,,λιπόπνους λιπόπνους λιπόπνουν,,,0
60551,λ01952,λίχνευμα,n,n-s---nn3t,λιχνεύματος,,,,,0
60552,λ01953,λιχνεύω,v,----------,,,,,,0
60555,λ01956,λίχνος,a,----------,,,,,,0
60556,λ01957,λιχνοτένθης,n,n-s---mn1e,λιχνοτένθου,,,,,0
60557,λ01958,λιχνότης,n,n-s---fn3t,λιχνότητος,,,,,0
60559,λ01960,λιχνώδης,a,aps---cn3s,λιχνώδης λιχνώδης λιχνώ͂δες,,,,,0
60560,λ01962,λίψ,n,----------,,,,,,0
60561,λ01963,λίψ,n,----------,,,,,,0
60562,λ01961,λίψ,n,----------,,,,,,0
60563,λ01964,λιψουρία,n,n-s---fn1l,λιψουρίας,,,,,0
60564,λ01980,λόβιον,n,n-s---nn2-,λοβίου,,,,,0
60565,λ01981,λοβός,n,n-s---mn2-,,,,,,0
60566,λ01982,λογάδην,r,----------,,,,,,0
60567,λ01984,λογαῖος,a,aps---mn1-,λογαῖος λογαῖα λογαῖον,,,,,0
60568,λ01983,λογαοιδικός,a,aps---mn1-,λογαοιδικός λογαοιδική λογαοιδικόν,,,,,0
60569,λ01985,λογαριάζω,v,----------,,,,,,0
60570,λ01986,λογαρίδιον,n,n-s---nn2-,λογαριδίου,,,,,0
60516,λ01917,λίτομαι,v,----------,,,,,,0
60573,λ01988,λογάς,n,n-p---fn1l,λογῶν,,,,,0
60574,λ01990,λογάω,v,----------,,,,,,0
60576,λ01992,λογγάσια,n,----------,,,,,,0
60577,λ01993,λογεία,n,n-s---fn1l,λογείας,,,,,0
60578,λ01995,λογεῖον,n,n-s---nn2-,λογείου,,,/lo.ɡêː.on/,,0
60579,λ01994,λογέμπορος,n,n-s---mn2-,λογεμπόρου,,,,,0
60580,λ01996,λόγευμα,n,n-s---nn3t,λογεύματος,,,,,0
60581,λ01997,λογεύς,n,n-s---mn3v,λογέως,,,,,0
60582,λ01998,λογευτήριον,n,n-s---nn2-,λογευτηρίου,,,,,0
60583,λ01999,λογευτής,n,n-s---mn1e,λογευτού,,,,,0
60584,λ02000,λογευτικόν,n,----------,,,,,,0
60585,λ02001,λογεύω,v,----------,,,,,,0
60586,λ02002,λογία,n,----------,,,,,,0
60587,λ02003,λογίατρος,n,n-s---cn2-,λογιάτρου,,,,,0
60588,λ02004,λογίδιον,n,n-s---nn2-,λογιδίου,,,,,0
60591,λ02007,λογικός,a,aps---mn1-,λογικός λογική λογικόν,,,/lo.ɡi.kós/,,0
60592,λ02008,λογικότης,n,n-s---fn3t,λογικότητος,,,,,0
60593,λ02009,λόγιμος,a,----------,,,,,,0
60594,λ02010,λόγιον,n,n-s---nn2-,λογίου,,,,,0
60596,λ02012,λογιότης,n,n-s---fn3t,λογιότητος,,,,,0
60597,λ02013,λογίς,n,n-s---fn3d,λογίδος,,,,,0
60598,λ02014,λόγισις,n,n-s---fn3v,λογισέως,,,,,0
60599,λ02015,λόγισμα,n,n-s---nn3t,λογίσματος,,,,,0
60601,λ02017,λογιστεία,n,n-s---fn1l,λογιστείας,,,,,0
60602,λ02018,λογιστέον,v,----------,,,,,,0
60603,λ02019,λογιστεύω,v,----------,,,,,,0
60604,λ02020,λογιστήριον,n,n-s---nn2-,λογιστηρίου,,,,,0
60605,λ02021,λογιστής,n,n-s---mn1e,λογιστού,,,,,0
60608,λ02024,λογκούριον,n,----------,,,,,,0
60609,λ02025,λογογραφεύς,n,n-s---mn3v,λογογραφέως,,,,,0
60610,λ02026,λογογραφέω,v,----------,,,,,,0
60611,λ02027,λογογράφημα,n,n-s---nn3t,λογογραφήματος,,,,,0
60612,λ02028,λογογραφία,n,n-s---fn1l,λογογραφίας,,,,,0
60613,λ02029,λογογραφικός,a,aps---mn1-,λογογραφικός λογογραφική λογογραφικόν,,,,,0
60614,λ02030,λογόγραφος,n,n-s---mn2-,λογογράφου,,,,,0
60615,λ02031,λογοδαιδαλία,n,n-s---fn1l,λογοδαιδαλίας,,,,,0
60617,λ02033,λογοδεής,a,aps---cn5s,λογοδεής λογοδεής λογοδεές,,,,,0
60618,λ02034,λογόδειπνον,n,n-s---nn2-,λογοδείπνου,,,,,0
60619,λ02035,λογοδιάρροια,n,n-s---fn1s,λογοδιάρροιας,,,,,0
60620,λ02036,λογοδιδάσκαλος,n,n-s---mn2-,λογοδιδασκάλου,,,,,0
60621,λ02037,λογοείδεια,n,n-s---fn1s,λογοείδειας,,,,,0
60622,λ02038,λογοειδής,a,aps---cn5s,λογοειδής λογοειδής λογοειδές,,,,,0
60623,λ02039,λογοθεσία,n,n-s---fn1l,λογοθεσίας,,,,,0
60624,λ02040,λογοθέσιος,n,n-s---mn2-,λογοθεσίου,,,,,0
60572,λ01989,λογάς,n,----------,,,,,,0
60629,λ02045,λογοϊατρεία,n,n-s---fn1l,λογοϊατρείας,,,,,0
60630,λ02046,λογοκλοπία,n,n-s---fn1l,λογοκλοπίας,,,,,0
60631,λ02047,λογολεσχέω,v,----------,,,,,,0
60632,λ02048,λογολέσχης,n,n-s---mn1e,λογολέσχου,,,,,0
60633,λ02049,λογομάγειρος,n,n-s---mn2-,λογομαγείρου,,,,,0
60634,λ02050,λογομανέω,v,----------,,,,,,0
60635,λ02051,λογομαχέω,v,----------,,,,,,0
60637,λ02053,λογόμιμος,n,n-s---mn2-,λογομίμου,,,,,0
60639,λ02055,λογοπλάθος,n,n-s---mn2-,λογοπλάθου,,,,,0
60640,λ02056,λογοποιέω,v,----------,,,,,,0
60641,λ02057,λογοποίημα,n,n-s---nn3t,λογοποιήματος,,,,,0
60642,λ02058,λογοποιία,n,n-s---fn1l,λογοποιίας,,,,,0
60643,λ02059,λογοποιικός,a,aps---mn1-,λογοποιικός λογοποιική λογοποιικόν,,,,,0
60644,λ02060,λογοποιός,n,----------,,,,,,0
60645,λ02061,λογοπραγέω,v,----------,,,,,,0
60647,λ02063,λογοπώλης,n,n-s---mn1e,λογοπώλου,,,,,0
60648,λ02064,λόγος,n,n-s---mn2-,λόγου,,,/ló.ɡos/,,0
60649,λ02065,λογοσυλλεκτάδης,n,n-s---mn1e,λογοσυλλεκτάδου,,,,,0
60650,λ02066,λογότροπος,n,n-s---mn2-,λογοτρόπου,,,,,0
60651,λ02067,λογοφίλης,n,n-s---mn1e,λογοφίλου,,,,,0
60652,λ02068,λογόω,v,----------,,,,,,0
60653,λ02069,λογύδριον,n,n-s---nn2-,λογυδρίου,,,,,0
60654,λ02070,λογχάζω,v,----------,,,,,,0
60656,λ02072,λογχάριον,n,n-s---nn2-,λογχαρίου,,,,,0
60657,λ02073,λογχεύω,v,----------,,,,,,0
60658,λ02074,λόγχη,n,----------,,,,,,0
60659,λ02075,λόγχη,n,n-s---fn1e,λόγχης,,,,,0
60661,λ02077,λογχηφόρος,a,aps---cn2-,λογχηφόρος λογχηφόρος λογχηφόρον,,,,,0
60662,λ02078,λογχίδιον,n,n-s---nn2-,λογχιδίου,,,,,0
60663,λ02079,λόγχιμος,a,aps---cn2-,λόγχιμος λόγχιμος λόγχιμον,,,,,0
60664,λ02080,λογχίον,n,n-s---nn2-,λογχίου,,,,,0
60665,λ02081,λογχίς,n,n-s---fn3d,λογχίδος,,,,,0
60666,λ02082,λογχίτης,n,----------,,,,,,0
60668,λ02084,λογχοειδής,a,aps---cn5s,λογχοειδής λογχοειδής λογχοειδές,,,,,0
60669,λ02085,λογχόομαι,v,----------,,,,,,0
60670,λ02086,λογχοποιί̈α,n,n-s---fn1l,λογχοποιί̈ας,,,,,0
60671,λ02087,λογχοποιός,n,----------,,,,,,0
60672,λ02088,λογχοφόρος,a,aps---cn2-,λογχοφόρος λογχοφόρος λογχοφόρον,,,,,0
60673,λ02089,λογχωτός,a,aps---mn1-,λογχωτός λογχωτή λογχωτόν,,,,,0
60674,λ02090,λογώδης,a,aps---cn3s,λογώδης λογώδης λογώ͂δες,,,,,0
60675,λ02091,λόε,n,----------,,,,,,0
60677,λ02092,λοιβάομαι,v,----------,,,,,,0
60678,λ02094,λοιβάσιον,n,n-s---nn2-,λοιβασίου,,,,,0
60628,λ02044,λογοθήρας,n,n-s---mn1a,λογοθήρου,,,,,0
60681,λ02097,λοιβίς,n,n-s---fn3d,λοιβίδος,,,,,0
60682,λ02098,λοιγήεις,a,----------,,,,,,0
60683,λ02099,λοίγιος,a,aps---cn2-,λοίγιος λοίγιος λοίγιον,,,,,0
60685,λ02102,λοιγός,n,n-s---mn2-,,,,,,0
60686,λ02101,λοιγός,a,aps---cn2-,λοιγός λοιγός λοιγόν,,,,,0
60687,λ02103,λοιδορέω,v,v1spia--2e,,,,,,0
60688,λ02104,λοιδόρημα,n,n-s---nn3t,λοιδορήματος,,,,,0
60689,λ02105,λοιδορημάτιον,n,n-s---nn2-,λοιδορηματίου,,,,,0
60690,λ02106,λοιδόρησις,n,n-s---fn3v,λοιδορησέως,,,,,0
60691,λ02107,λοιδορησμός,n,----------,,,,,,0
60692,λ02108,λοιδορητέον,a,----------,,,,,,0
60695,λ02111,λοιδοριστής,n,n-s---mn1e,λοιδοριστού,,,,,0
60696,λ02112,λοίδορος,a,aps---cn2-,λοίδορος λοίδορος λοίδορον,,,,,0
60697,λ02113,λοιμεύομαι,v,----------,,,,,,0
60698,λ02114,λοίμη,n,n-s---fn1e,λοίμης,,,,,0
60699,λ02115,λοιμικός,a,aps---mn1-,λοιμικός λοιμική λοιμικόν,,,,,0
60700,λ02116,λοίμιος,a,aps---cn2-,λοίμιος λοίμιος λοίμιον,,,,,0
60702,λ02118,λοιμός,n,n-s---mn2-,λοιμοῦ,,,/loi̯.mós/,,0
60703,λ02119,λοιμότης,n,n-s---fn3t,λοιμότητος,,,,,0
60704,λ02120,λοιμοφόρος,a,aps---cn2-,λοιμοφόρος λοιμοφόρος λοιμοφόρον,,,,,0
60705,λ02121,λοιμώδης,a,aps---cn3s,λοιμώδης λοιμώδης λοιμώ͂δες,,,,,0
60706,λ02122,λοιμώσσω,v,----------,,,,,,0
60707,λ02123,λοιπαδάριον,n,n-s---nn2-,λοιπαδαρίου,,,,,0
60708,λ02124,λοιπαδάριος,n,n-s---mn2-,λοιπαδαρίου,,,,,0
60709,λ02125,λοιπάδιος,n,----------,,,,,,0
60710,λ02126,λοιπάζω,v,----------,,,,,,0
60711,λ02127,λοιπάς,n,n-s---fn3d,λοιπάδος,,,,,0
60712,λ02128,λοιπασμός,n,----------,,,,,,0
60714,λ02130,λοιπογραφέω,v,----------,,,,,,0
60716,λ02132,λοιπογραφία,n,n-s---fn1l,λοιπογραφίας,,,,,0
60717,λ02133,λοιπός,a,aps---mn1-,λοιπός λοιπή λοιπόν,,,/loi̯.pós/,,0
60718,λ02134,λοισθήϊος,a,aps---cn2-,λοισθήϊος λοισθήϊος λοισθήϊον,,,,,0
60719,λ02135,λοίσθημα,n,n-s---nn3t,λοισθήματος,,,,,0
60721,λ02187,λοῖσθος,a,aps---cn2-,λοῖσθος λοῖσθος λοῖσθον,,,,,0
60722,λ02186,λοῖσθος,n,n-s---mn2-,λοίσθου,,,,,0
60723,λ02137,λόκαλος,n,n-s---mn2-,λοκάλου,,,,,0
60724,λ02138,λόκκη,n,n-s---fn1e,λόκκης,,,,,0
60725,,Λοκριστί,r,----------,,,,,,0
60726,,Λοκροί,n,----------,,,,,,0
60727,λ02139,λολλα,n,----------,,,,,,0
60728,λ02140,λολλώ,n,----------,,,,,,0
60729,λ02144,λόξευμα,n,n-s---nn3t,λοξεύματος,,,,,0
60730,λ02145,λοξεύω,v,----------,,,,,,0
60731,,Λοξίας,n,n-s---mn1a,Λοξίου,,,,,0
60732,,Λοξικός,a,aps---mn1-,Λοξικός Λοξική Λοξικόν,,,,,0
60680,λ02096,λοιβή,n,n-s---fn1e,λοιβῆς,,,,,0
60735,λ02148,λοξοβλεπτέω,v,----------,,,,,,0
60736,λ02149,λοξοειδής,a,aps---cn5s,λοξοειδής λοξοειδής λοξοειδές,,,,,0
60738,λ02151,λοξοκίνητος,a,----------,,,,,,0
60739,λ02152,λοξοπεριπάτητος,r,----------,,,,,,0
60740,λ02153,λοξοπορέω,v,----------,,,,,,0
60742,λ02155,λοξός,a,aps---mn1-,λοξός λοξή λοξόν,,,/lok.sós/,,0
60743,λ02156,λοξότης,n,n-s---fn3t,λοξότητος,,,,,0
60744,λ02157,λοξοτρόχις,n,n-s---fn3d,λοξοτρόχιδος,,,,,0
60745,λ02158,λοξόφθαλμος,a,aps---cn2-,λοξόφθαλμος λοξόφθαλμος λοξόφθαλμον,,,,,0
60746,λ02159,λοξοχρήσμων,a,aps---cn3n,λοξοχρήσμων λοξοχρήσμων λοξοχρήσμον,,,,,0
60747,λ02160,λοξόω,v,----------,,,,,,0
60748,λ02161,λόξωσις,n,n-s---fn3v,λοξωσέως,,,,,0
60749,λ02162,λοπαδάγχης,n,n-s---mn1e,λοπαδάγχου,,,,,0
60751,λ02164,λοπαδεύω,v,----------,,,,,,0
60752,λ02165,λοπάδιον,n,n-s---nn2-,λοπαδίου,,,,,0
60753,λ02166,λοπαδίσκος,n,n-s---mn2-,λοπαδίσκου,,,,,0
60755,λ02168,λοπαδοφυσητής,n,n-s---mn1e,λοπαδοφυσητού,,,,,0
60756,λ02169,λοπάς,n,n-s---fn3d,λοπάδος,,,/lo.pás/,,0
60757,λ02170,λοπάω,v,----------,,,,,,0
60758,λ02171,λοπητός,n,----------,,,,,,0
60759,λ02172,λοπίδιον,n,n-s---nn2-,λοπιδίου,,,,,0
60760,λ02173,λοπίζω,v,----------,,,,,,0
60761,λ02174,λόπιμος,a,aps---cn2-,λόπιμος λόπιμος λόπιμον,,,,,0
60762,λ02175,λοπίς,n,n-s---fn3d,λοπίδος,,,,,0
60763,λ02176,λόπισμα,n,n-s---nn3t,λοπίσματος,,,,,0
60764,λ02177,λοπός,n,----------,,,,,,0
60766,λ02179,λορδός,a,aps---mn1-,λορδός λορδή λορδόν,,,,,0
60767,λ02180,λορδόω,v,----------,,,,,,0
60768,λ02181,λόρδωμα,n,n-s---nn3t,λορδώματος,,,,,0
60769,λ02182,λόρδων,n,n-s---mn3n,λόρδωνος,,,,,0
60770,λ02183,λόρδωσις,n,n-s---fn3v,λορδωσέως,,,,,0
60771,λ02184,λορδωτός,n,----------,,,,,,0
60773,λ02191,λουέω,v,----------,,,,,,0
60774,λ02192,λούκουντλος,n,n-s---mn2-,λουκούντλου,,,,,0
60775,λ02193,λουλάκιον,n,n-s---nn2-,λουλακίου,,,,,0
60776,λ02141,λοῦμα,n,n-s---nn3t,λούματος,,,,,0
60777,λ02142,λοῦμαι,v,----------,,,,,,0
60778,λ02194,λουμενάριον,n,n-s---nn2-,λουμεναρίου,,,,,0
60779,λ02195,λούπης,n,n-s---mn1e,λούπου,,,,,0
60780,λ02196,λούππις,n,----------,,,,,,0
60782,λ02189,λοῦσσον,n,n-s---nn2-,λούσσου,,,,,0
60783,λ02197,λουστέον,v,----------,,,,,,0
60784,λ02198,λούστης,n,n-s---mn1e,λούστου,,,,,0
60785,λ02199,λουτήρ,n,n-s---mn3r,λουτῆρος,,,,,0
60786,λ02200,λουτηρίδιον,n,n-s---nn2-,λουτηριδίου,,,,,0
60787,λ02201,λουτήριον,n,n-s---nn2-,λουτηρίου,,,,,0
60734,λ02147,λοξοβάτης,n,n-s---mn1e,λοξοβάτου,,,,,0
60791,λ02205,λούτριον,n,n-s---nn2-,λουτρίου,,,,,0
60792,λ02206,λουτρίς,n,n-s---fn3d,λουτρίδος,,,,,0
60793,λ02207,λουτροδάϊκτος,n,----------,,,,,,0
60794,λ02208,λουτρόν,n,n-s---nn2-,λουτροῦ,,,,,0
60795,λ02209,λουτρόομαι,v,----------,,,,,,0
60796,λ02210,λουτροποιός,n,----------,,,,,,0
60797,λ02211,λουτροφορέω,v,----------,,,,,,0
60799,λ02213,λουτροχοέω,v,----------,,,,,,0
60800,λ02214,λουτροχόος,a,aps---cn2-,λουτροχόος λουτροχόος λουτροχόον,,,,,0
60801,λ02215,λουτρών,n,n-s---mn3n,λουτρῶνος,,,,,0
60802,λ02216,λουτρωνικός,a,aps---mn1-,λουτρωνικός λουτρωνική λουτρωνικόν,,,,,0
60803,λ02217,λούω,v,----------,,,,/lǒː.ɔː/,,0
60804,λ02218,λοφαδίας,n,n-s---mn1a,λοφαδίου,,,,,0
60805,λ02219,λοφάω,v,----------,,,,,,0
60806,λ02220,λοφεῖον,n,n-s---nn2-,λοφείου,,,,,0
60807,λ02221,λόφη,n,n-s---fn1e,λόφης,,,,,0
60809,λ02223,λοφιά,n,n-s---fn1l,λοφιᾶς,,,,,0
60810,λ02224,λοφίας,n,n-s---mn1a,λοφίου,,,,,0
60811,λ02225,λοφίδιον,n,n-s---nn2-,λοφιδίου,,,,,0
60812,λ02226,λοφίζω,v,----------,,,,,,0
60813,λ02227,λοφιήτης,n,n-s---mn1e,λοφιήτου,,,,,0
60814,λ02228,λόφιον,n,n-s---nn2-,λοφίου,,,,,0
60815,λ02229,λοφνία,n,----------,,,,,,0
60816,λ02230,λοφνίς,n,n-s---fn3d,λοφνίδος,,,,,0
60817,λ02231,λοφόεις,a,aps---mn4i,λοφόεις λοφόεσσα λοφόεν,,,,,0
60818,λ02232,λοφόομαι,v,----------,,,,,,0
60819,λ02233,λοφοποιός,n,----------,,,,,,0
60820,λ02234,λοφοπωλέω,v,----------,,,,,,0
60823,λ02237,λοφοώδης,a,aps---cn3s,λοφοώδης λοφοώδης λοφοώ͂δες,,,,,0
60824,λ02238,λοφόωσις,n,n-s---fn3v,λοφοωσέως,,,,,0
60825,λ02239,λοχαγέτας,n,n-s---mn1a,λοχαγέτου,,,,,0
60826,λ02240,λοχαγέω,v,----------,,,,,,0
60827,λ02241,λοχαγία,n,n-s---fn1l,λοχαγίας,,,,,0
60828,λ02242,λοχαγός,n,----------,,,,,,0
60829,λ02243,λοχάδην,r,----------,,,,,,0
60830,λ02244,λοχάζομαι,v,----------,,,,,,0
60831,λ02245,λοχαῖος,a,aps---mn1-,λοχαῖος λοχαῖα λοχαῖον,,,,,0
60832,λ02246,λοχάω,v,----------,,,,,,0
60833,λ02247,λοχεία,n,n-s---fn1l,λοχείας,,,,,0
60835,λ02249,λοχεός,n,----------,,,,,,0
60837,λ02251,λοχεύτρια,n,n-s---fn1s,λοχεύτριας,,,,,0
60838,λ02252,λοχεύω,v,----------,,,,,,0
60839,λ02253,λοχηγέω,n,----------,,,,,,0
60840,λ02254,λόχησις,n,n-s---fn3v,λοχησέως,,,,,0
60841,λ02255,λοχητής,n,----------,,,,,,0
60843,λ02257,λόχια,n,----------,,,,,,0
60844,λ02258,λοχίδιον,n,n-s---nn2-,λοχιδίου,,,,,0
60789,λ02203,λουτιάω,v,----------,,,,,,0
60848,λ02262,λοχισμός,n,----------,,,,,,0
60849,λ02263,λοχίτης,n,n-s---mn1e,λοχίτου,,,,,0
60850,λ02264,λοχμάζω,v,----------,,,,,,0
60851,λ02265,λοχμαῖος,a,aps---mn1-,λοχμαῖος λοχμαῖα λοχμαῖον,,,,,0
60852,λ02266,λόχμη,n,n-s---fn1e,λόχμης,,,,,0
60853,λ02267,λόχμιος,a,aps---cn2-,λόχμιος λόχμιος λόχμιον,,,,,0
60854,λ02268,λοχμίς,n,----------,,,,,,0
60855,λ02269,λοχμώδης,a,aps---cn3s,λοχμώδης λοχμώδης λοχμώ͂δες,,,,,0
60856,λ02271,λόχονδε,r,----------,,,,,,0
60857,λ02273,λοχός,n,----------,,,,,,0
60858,λ02272,λόχος,n,n-s---mn2-,λόχου,,,,,0
60859,λ02274,λοχώ,n,----------,,,,,,0
60860,λ02306,λύα,n,----------,,,,,,0
60861,,Λυαῖος,n,----------,,,,,,0
60863,λ02308,λύβερνος,n,n-s---mn2-,λυβέρνου,,,,,0
60864,λ02309,λυγαῖος,a,aps---mn1-,λυγαῖος λυγαῖα λυγαῖον,,,,,0
60865,λ02310,λύγαος,n,----------,,,,,,0
60866,λ02311,λύγγιος,a,aps---mn1-,λύγγιος λύγγια λύγγιον,,,,,0
