5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
40375,06521466,n,9,a city in central Japan on S Honshu; a famous cultural center that was once the capital of Japan,
40376,06521633,n,9,"a city on the southwestern coast of Honshu Island in Japan; on August 6, 1945 Hiroshima was almost completely destroyed by the first atomic bomb dropped on a populated area",
40377,06521880,n,9,a Japanese city on western Hokkaido,
40378,06521988,n,9,a Japanese city on northern Kyushu,
40379,06522098,n,9,a city in southern Japan on Kyushu,
40380,06522205,n,9,"a city in southern Japan on Kyushu; a leading port and shipbuilding center; on August 9, 1945 Nagasaki became the second populated area to receive an atomic bomb",
40381,06522440,n,9,an Arab kingdom in southwestern Asia on the Red Sea,
40382,06522745,n,9,a river in Palestine that empties into the Dead Sea; John the Baptist baptized Jesus in the Jordan,
40383,06522949,n,9,the capital and largest city of Jordan,
40384,06523078,n,9,Jordan's port; located in southwestern Jordan on the Gulf of Aqaba,
40385,06523223,n,9,a village in Jordan near the north end of the Dead Sea; in the Old Testament it was the first place taken by the Israelites under Joshua as the entered the Promised Land,
40386,06523465,n,9,a republic in eastern Africa; major archeological discoveries have been made in the Great Rift Valley in Kenya,
40387,06523703,n,9,the capital and largest city of Kenya; a center for tourist safaris,
40388,06523862,n,9,a port in S Kenya on a coral island in a bay of the Indian Ocean,
40389,06523999,n,9,an Arab kingdom in Asia on the northwestern coast of the Persian Gulf; a major source of petroleum,
40390,06524273,n,9,a seaport on the Persian Gulf and capital of Kuwait,
40391,06524425,n,9,an ancient region of western Europe that included northern Italy and France and Belgium and part of Germany and the Netherlands,
40392,06524612,n,9,a republic in western Europe; the largest country wholly in Europe,
40393,06526004,n,9,the capital and largest city of France; and international center of culture and commerce,
40394,06526349,n,9,the region of Paris on the S bank of the Seine; a center of artistic and student life,
40395,06526544,n,9,the street in Paris along the south bank of the Seine known for its governmental ministries,
40396,06526713,n,9,the region of Paris on the north bank of the Seine,
40400,06527225,n,9,a port and resort city on the French Riviera; site of an annual film festival,
40401,06527374,n,9,a city in southeastern France on the Mediterranean; the leading resort on the French Riviera,
40402,06527536,n,9,a city on the Loire river in north central France; site of the siege of Orleans by the English (1428-1429),
40404,06527914,n,9,a suburb of Paris; site of the international airport serving Paris,
40406,06528285,n,9,the French part of the Riviera,
40407,06528409,n,9,a geographical subdivision of France,
40408,06529028,n,9,a region of northeastern France famous for its wines,
40409,06529171,n,9,a former province of western France in the Loire valley,
40410,06529316,n,9,a region of southwestern France between Bordeaux and the Pyrenees,
40411,06529468,n,9,a former province of northern France near the English Channel (between Picardy and Flanders),
40412,06529632,n,9,a region in central France,
40413,06529732,n,9,a division of Normandy,
40414,06529852,n,9,a former province of eastern France that is famous for its wines,
40415,06530002,n,9,a former province of northwestern France on a peninsula between the English Channel and the Bay of Biscay,
40416,06530219,n,9,a low-lying region in central France,
40417,06530327,n,9,a region of northeastern France,
40418,06530472,n,9,a wooded plateau in the Champagne-Ardenne region of France; the site of intense fighting in World Wars I and II,
40419,06530676,n,9,a region of France on the island of Corsica; birthplace of Napoleon Bonaparte,
40420,06530834,n,9,an island in the Mediterranean; with adjacent islets it constitutes a region of France,
40421,06531001,n,9,a former province of eastern France,
40422,06531115,n,9,a region of southwestern France,
40423,06531230,n,9,a division of Normandy,
40424,06531350,n,9,a region of north central France in the Paris Basin,
40425,06531480,n,9,a region in south central France; named after the medieval dialect of French that was spoken there,
40426,06531664,n,9,a region of central France west of the Auvergne mountains,
40427,06531795,n,9,an eastern French region rich in iron-ore deposits,
40428,06531932,n,9,an island in the eastern Caribbean in the Windward Islands; administered as an overseas region of France,
40429,06532130,n,9,a department of northwestern France in the Pays de la Loire region,
40430,06532269,n,9,the south of France,
40431,06532358,n,9,a region in southwestern FRance,
40432,06532468,n,9,a region in northeastern France,
40433,06532583,n,9,an agricultural region of western France on the Bay of Biscay,
40434,06532745,n,9,a region of northern France on the English Channel,
40435,06532879,n,9,a low-lying region of west central France on the Bay of Biscay,
40436,06533032,n,9,a mountainous region of eastern France drained by the Rhone and Saone and Isere rivers,
40437,06533214,n,9,a former province of northwestern France on the English channel; divided into Haute-Normandie and Basse-Normandie,
40438,06533470,n,9,a former province of north central France; centered around Orleans,
40439,06533611,n,9,a former province of southeastern France; now administered with Cote d'Azur,
40440,06533779,n,9,a city in southeastern France on the Mediterranean; the 2nd largest French city and an important seaport,
40441,06533959,n,9,a former province of east central France; now administered by Rhone-Alpes,
40442,06534125,n,9,a city in east-central France on the Rhone River; a principal producer of silk and rayon,
40443,06534291,n,9,a republic in west central Africa,
40444,06534441,n,9,the capital of Gabon,
40445,06534556,n,9,a republic in West Africa,
40446,06534704,n,9,the capital of Gambia,
40447,06534819,n,9,a republic in West Africa on the Gulf of Guinea; 'Ghana was colonized as the Gold Coast by the British',
40448,06535044,n,9,the capital and largest city of Ghana,
40449,06535171,n,9,an island state in the West Indies; an independent state within the British Commonwealth,
40450,06535389,n,9,the capital and largest city of Grenada,
40451,06535527,n,9,a republic in eastern Africa on the Atlantic; formerly a French colony,
40452,06535742,n,9,a port and the capital of Guinea,
40454,06536038,n,9,the capital of Guinea-Bissau,
40456,06536354,n,9,a republic in northeastern South America,
40457,06536521,n,9,the capital and largest city of Guyana; 'the city was called Stabroek by the Dutch but was renamed Georgetown by the British in 1812',
40458,06536741,n,9,a constitutional monarchy in northwestern Europe; half the country lies below sea level,
40459,06537161,n,9,an industrial center and the nominal capital of the Netherlands; center of the diamond-cutting industry; seat of an important stock exchange; known for its canals and the Rijksmuseum art museum,
40460,06537474,n,9,the site of the government of The Netherlands and of the royal residence; seat of the International Court of Justice,
40461,06537737,n,9,an industrial city in the eastern Netherlands,
40462,06537856,n,9,the 2nd largest city in the Netherlands; located in the western Netherlands near the North Sea,
40463,06538025,n,9,a city in the western Netherlands; residence of the Pilgrim Fathers for 11 years before they sailed for America in 1620,
40464,06538225,n,9,a city in the central Netherlands,
40465,06538331,n,9,a republic in central Europe,
40466,06538504,n,9,capital and largest city of Hungary; located on the Danube River in north-central Hungary,
40467,06538708,n,9,a group of 21 volcanic islands in the North Atlantic between Iceland and the Shetland Islands,
40468,06538935,n,9,a self-governing colony of Denmark on the Faroe Islands,
40469,06539086,n,9,the administrative center of the Faroe Islands,
40470,06539207,n,9,an island in the North Atlantic,
40471,06539330,n,9,an island republic on the island of Iceland; became independent of Denmark in 1944,
40472,06539542,n,9,the capital and largest city of Iceland,
40473,06539677,n,9,an archipelago of about 70 islands in the North Atlantic and North Sea off the northeastern coast of Scotland,
40474,06539904,n,9,an archipelago of about 100 islands in the North Atlantic off the north coast of Scotland,
40475,06540115,n,9,the geographical region believed by ancient geographers to be the northernmost land in the inhabited world,
40476,06540289,n,9,a town in northwestern Greenland; during World War II a United States naval base was built there,
40477,06540456,n,9,an Asian peninsula (off Manchuria) separating the Yellow Sea and the Sea of Japan; the Korean name is Choson,
40478,06540738,n,9,the name for Korea as a Japanese province (1910-1945),
40479,06540844,n,9,a communist country in the northern half of the Korean Peninsula; established in 1948,
40481,06541310,n,9,a republic in the S half of the Korean Peninsula; established in 1948,
40482,06541571,n,9,the capital and largest city of South Korea; located in northwestern South Korea,
40483,06541747,n,9,a city in southeastern South Korea,
40484,06541859,n,9,a city in southeastern South Korea on the Korean Strait; the chief port and second largest city,
40485,06542025,n,9,a mountainous republic in southeastern Asia,
40486,06542195,n,9,the capital and largest city of Laos,
40487,06542342,n,9,a region in northmost Europe inhabited by Lapps,
40488,06542492,n,9,an Asian republic at east end of Mediterranean,
40489,06542706,n,9,capital and largest city of Lebanon; located in western Lebanon on the Mediterranean,
40490,06542883,n,9,a port in northern Lebanon on the Mediterranean,
40491,06543003,n,9,a constitutional monarchy in southern Africa,
