5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
40712,06584306,n,9,a city in central Spain on the Tagus river; famous for steel and swords since the first century,
40713,06584473,n,9,a region of northeastern Spain; a former kingdom that united with Castile in 1479 to form Spain (after the marriage of Ferdinand and Isabella),
40714,06584687,n,9,an ancient city in northeastern Spain; formerly the capital of Aragon,
40715,06584842,n,9,a region of central Spain; a former kingdom that comprised most of modern Spain and united with Aragon to form Spain in 1479,
40716,06585050,n,9,a region of northeastern Spain,
40717,06585155,n,9,a region (and former kingdom) in northwestern Spain on the Atlantic and the Bay of Biscay,
40718,06585317,n,9,a city in eastern Spain on the Mediterranean; 'Valencia is the third largest city in Spain',
40720,06585752,n,9,a region of North Africa south of the Sahara and Libyan deserts; extends from the Atlantic to the Red Sea,
40721,06585975,n,9,a republic in northeastern Africa,
40722,06586226,n,9,a mountainous province of central Sudan,
40723,06586339,n,9,the capital of Sudan located at the confluence of the Blue Nile and White Nile,
40724,06586510,n,9,the largest city of Sudan; located in the central Sudan on the White Nile opposite Khartoum,
40725,06586675,n,9,a republic in northeastern South America on the Atlantic,
40726,06586908,n,9,the capital and largest city and major port of Surinam,
40727,06587060,n,9,a monarchy in southeastern Africa,
40728,06587206,n,9,capital of Swaziland; located in northwestern Swaziland,
40729,06587357,n,9,a federal republic in central Europe,
40730,06587731,n,9,one of the cantons of Switzerland,
40731,06587860,n,9,the capital of Switzerland; located in western Switzerland,
40732,06588021,n,9,a city in northwestern Switzerland,
40733,06588141,n,9,a city in southwestern Switzerland at the western end of Lake Geneva; the Palace of Nations originally housed the League of Nations and is now the European headquarters for the United Nations,
40734,06588413,n,9,the largest city in Switzerland; located in the northern part of the country; 'Zurich is the center of the German-speaking part of Switzerland',
40735,06588628,n,9,an Asian republic in the Middle East at the east end of the Mediterranean,
40736,06588905,n,9,"an ancient city (widely regarded as the world's oldest) and present capital and largest city of Syria; according to the New Testament, the Apostle Paul (then known as Saul) underwent a dramatic conversion on the road to Damascus",
40737,06589245,n,9,a city in northwestern Syria,
40738,06589352,n,9,a republic in eastern Africa,
40739,06589587,n,9,the capital and second largest city of Tanzania,
40740,06589735,n,9,a former state in East Africa; united with Zanzibar in 1964 to form Tanzania,
40741,06589887,n,9,an island in the Indian Ocean off the east coast of Africa; part of the United Republic of Tanzania,
40742,06590060,n,9,a city in central Tanzania,
40743,06590158,n,9,country of southeastern Asia; 'Thailand is the official name of the former Siam',
40744,06590395,n,9,the capital and largest city of Thailand; a leading city in southeastern Asia; noted for Buddhist architecture,
40745,06590600,n,9,a monarchy on a Polynesian archipelago,
40746,06590747,n,9,a republic in northwestern Africa on the Mediterranean; 'southern Tunisia is mostly desert',
40747,06591006,n,9,the capital and principal port of Tunisia,
40748,06591139,n,9,the second largest city in Tunisia; located in eastern Tunisia near a phosphate region,
40749,06591295,n,9,a Eurasian republic in Asia Minor and the Balkans,
40750,06591663,n,9,the capital of Turkey; located in west-central Turkey; formerly known as Angora and is the home of Angora goats,
40751,06591884,n,9,the strait between the Aegean and the Sea of Marmara that separates European from Asian Turkey,
40752,06592068,n,9,the largest city and former capital of Turkey; built on the site of ancient Byzantium; seat of the Eastern Orthodox Church,
40753,06592321,n,9,region of western Asia Minor colonized by Ancient Greeks,
40754,06592448,n,9,a landlocked republic in East Africa,
40755,06592613,n,9,a state of Uganda and site of a former Bantu kingdom,
40756,06592757,n,9,the capital and largest city of Uganda,
40757,06592888,n,9,a federation of 7 Arab emirates; rich in oil reserves,
40761,06595157,n,9,a region of northeastern United States comprising Maine and New Hampshire and Vermont and Massachusetts and Rhode Island and Connecticut,
40762,06595503,n,9,a region of the eastern United States comprising New York and New Jersey and Pennsylvania and Delaware and Maryland,
40764,06596107,n,9,any of the southern states in which slavery was legal prior to the Civil War,
40765,06596278,n,9,any state prohibiting slavery prior to the Civil War,
40766,06596424,n,9,the 11 southern states that seceded from the United States in 1861,
40767,06596872,n,9,the region of the United States lying south of the Mason-Dixon line,
40769,06597514,n,9,the American South before the Civil War,
40770,06597609,n,9,states in the S and southwestern that have a warm climate and tend to be politically conservative,
40771,06597779,n,9,the coastal plain of the South: eastern parts of Virginia and North Carolina and South Carolina and Georgia,
40772,06597961,n,9,the plateau between the coastal plain and the Appalachian Mountains: parts of Virginia and North and South Carolina and Georgia and Alabama,
40773,06598174,n,9,the United States during the Civil War; 'Lee hoped to detach Maryland from the Union'; 'the North's superior resources turned the scale',
40774,06598407,n,9,the region of the United States lying north of the Mason-Dixon line,
40775,06598582,n,9,a state in the southeastern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War,
40776,06599003,n,9,the state capital of Alabama,
40777,06599128,n,9,the largest city in Alabama; located in northeastern Alabama,
40778,06599290,n,9,a port in southwestern Alabama on Mobile Bay,
40779,06599406,n,9,a city in central Alabama on the Alabama river; in 1965 it was the center of a drive to register Black voters,
40780,06599586,n,9,a state in northwestern North America; the 49th state admitted to the union; 'Alaska is the largest state in the United States',
40781,06599972,n,9,the state capital of Alaska,
40782,06600091,n,9,a city in south central Alaska; 'Anchorage is the largest city in Alaska',
40783,06600239,n,9,a bay on the northern coast of Alaska where oil was discovered in 1968,
40784,06600386,n,9,a port on Alaska's southern coast from which oil is shipped to markets around the world,
40785,06600545,n,9,a state in southwestern United States; site of the Grand Canyon,
40786,06600835,n,9,the state capital and largest city of Arizona,
40787,06600974,n,9,a city in southeastern Arizona,
40788,06601076,n,9,a state in south central United States; one of the Confederate states during the American Civil War,
40789,06601366,n,9,the state capital and largest city of Arkansas,
40790,06601511,n,9,a city in northwestern Arkansas; site of the University of Arkansas,
40791,06601656,n,9,a state in the western United States on the Pacific; the 3rd largest state; known for earthquakes,
40792,06602243,n,9,a city in California on the eastern shore of San Francisco Bay; site of the University of California at Berkeley,
40793,06602429,n,9,a city in southwestern California surrounded by Los Angeles; home of many Hollywood actors,
40794,06602598,n,9,a city in north central California; capital of California,
40795,06602755,n,9,a city in southern California; most populous city of California,
40796,06602916,n,9,a city in southwestern California east of Los Angeles,
40797,06603043,n,9,a city in southern California,
40798,06603148,n,9,a city in western California on San Francisco Bay opposite San Francisco,
40799,06603293,n,9,a city in south central California; center of an important agricultural area,
40800,06603441,n,9,a port in western California; has one of the world's finest harbors; site of the Golden Gate Bridge,
40801,06603676,n,9,a fashionable neighborhood in San Francisco,
40802,06603793,n,9,a university town in California,
40803,06603918,n,9,a city of S California on San Diego Bay near the Mexican border; site of an important naval base,
40804,06604108,n,9,a city in western California southeast of San Francisco; a center for computer and electronics industries,
40805,06604287,n,9,a city of west central California; residential area with light industry,
40806,06604435,n,9,a state in west central United States in the Rocky Mountains,
40807,06604683,n,9,the state capital and largest city of Colorado; located in central Colorado on the South Platte river,
40809,06605075,n,9,a New England state; one of the original 13 colonies,
40810,06605316,n,9,one of the British colonies that formed the United States,
40812,06605655,n,9,a port in southwestern Connecticut on Long Island Sound,
40813,06605786,n,9,a city in southwestern Connecticut; site of Yale University,
40814,06605939,n,9,a Mid-Atlantic state; one of the original 13 colonies,
40815,06606172,n,9,one of the British colonies that formed the United States,
40816,06606284,n,9,the capital of the state of Delaware,
40817,06606413,n,9,the largest city in Delaware,
40818,06606536,n,9,the district occupied entirely by the city of Washington,
40819,06606702,n,9,the capital of the United States,
40820,06606935,n,9,terms sometimes used to refer to Washington D.C.,
40822,06607273,n,9,a section of northwestern Washington DC,
40823,06607388,n,9,a state in southeastern United States between the Atlantic and the Gulf of Mexico; one of the Confederate states during the American Civil War,
40824,06607847,n,9,capital of the state of Florida; located in northern Florida,
40825,06608005,n,9,a port and important commercial center in northeastern Florida,
40826,06608145,n,9,a city and resort in southeastern Florida on Biscayne Bay; the best known city in Florida,
40827,06608305,n,9,a city in central Florida,
40828,06608403,n,9,a resort in northeastern Florida; the oldest city in the United States,
40829,06608570,n,9,a city in western Florida on Tampa Bay; a popular winter resort,
40830,06608732,n,9,a resort city in western Florida; located on Tampa Bay on the Gulf of Mexico,
40831,06608879,n,9,a state in southeastern United States; one of the Confederate states during the American Civil War,
40832,06609187,n,9,one of the British colonies that formed the United States,
40833,06609298,n,9,state capital and largest city of Georgia; plundered and burned by Sherman's army during the American Civil War,
40834,06609522,n,9,a port in eastern Georgia near the mouth of the Savannah river,
40835,06609658,n,9,a city in S Georgia,
40836,06609732,n,9,a state in the United States in the central Pacific on the Hawaiian Islands,
40837,06609912,n,9,the capital and largest city of Hawaii; on the island of Oahu,
40838,06610086,n,9,a group of volcanic and coral islands in the central Pacific,
40839,06610437,n,9,the largest and southernmost of the Hawaii islands; has several volcanic peaks,
40840,06610641,n,9,an island of south-central Hawaii,
40841,06610768,n,9,an island of Hawaii northwest of Oahu,
40842,06610891,n,9,an island of central Hawaii; a pineapple-growing area,
40843,06611030,n,9,the second largest of the Hawaiian Islands,
40844,06611156,n,9,an island of central Hawaii (between Maui and Oahu),
40845,06611297,n,9,the most northwestern Hawaiian island (beyond Kauai),
40846,06611435,n,9,an island of central Hawaii (between Molokai and Kauai); the chief island of the state,
40847,06611643,n,9,a harbor on Oahu west of Honolulu; location of a United States naval base that was attacked by the Japanese on 7 Dec 1941,
40848,06611842,n,9,an atoll in the Hawaiian Islands some 1300 mile northwest of Honolulu; site of an important United States naval base,
40849,06612057,n,9,a state in the Rocky Mountains,
40850,06612189,n,9,the capital and largest city of Idaho,
40851,06612316,n,9,a Midwest state in north-central United States,
40852,06612508,n,9,capital of the state of Illinois,
40853,06612639,n,9,largest city in Illinois; located on Lake Michigan,
40854,06612775,n,9,a state in midwestern United States,
40855,06612937,n,9,the capital and largest city of Indiana; site of an annual 500-mile automobile race,
40856,06613119,n,9,a city in northeastern Indiana,
40857,06613225,n,9,a state in midwestern United States,
40858,06613403,n,9,the capital and largest city in Iowa,
40859,06613533,n,9,a city in eastern Iowa,
40860,06613633,n,9,a city in northeastern Iowa,
40861,06613736,n,9,a state in midwestern United States,
40862,06613956,n,9,the capital of the state of Kansas; located in eastern Kansas on the Kansas river,
40865,06614589,n,9,the capital of Kentucky; located in northern Kentucky,
40867,06614924,n,9,a state in S United States on the Gulf of Mexico; one of the Confederate states during the American Civil War,
40868,06615219,n,9,capital of Louisiana,
40869,06615358,n,9,a port and largest city in Louisiana; located in southeastern Louisiana near the mouth of the Mississippi river; jazz originated among black musicians in the late 19th century; Mardi Gras is celebrated here each year,
40870,06615708,n,9,a state in New England,
40871,06615857,n,9,the capital of the state of Maine,
40872,06615982,n,9,largest city in Maine in the southwestern part of the state,
40873,06616115,n,9,a Mid-Atlantic state; one of the original 13 colonies,
40874,06616329,n,9,one of the British colonies that formed the United States,
40875,06616441,n,9,state capital of Maryland; site of the United States Naval Academy,
40876,06616604,n,9,the largest city in Maryland; a major port and industrial center,
40877,06616743,n,9,a state in New England; one of the original 13 colonies,
40878,06617073,n,9,one of the British colonies that formed the United States,
40879,06617190,n,9,state capital and largest city of Massachusetts,
40880,06617407,n,9,a fashionable section of Boston; site of the Massachusetts capital building,
40881,06617559,n,9,a city in Massachusetts just north of Boston; site of Harvard University and the Massachusetts Institute of Technology,
40882,06617771,n,9,a Massachusetts cape extending into the Atlantic; a popular resort area,
40883,06617916,n,9,an island summer resort off of Cape Cod,
40884,06618019,n,9,an island resort off Cape Cod; formerly a center of the whaling industry,
40885,06618147,n,9,a town in Massachusetts founded by Pilgrims in 1620,
40886,06618291,n,9,a boulder in Plymouth supposed to be where the Pilgrims disembarked from the Mayflower,
40887,06618456,n,9,a city in northeastern Massachusetts; site of the witchcraft trials in 1692,
40888,06618602,n,9,a city in Massachusetts,
40889,06618700,n,9,a midwestern state in north central United States in the Great Lakes region,
40890,06618963,n,9,a city in S Michigan near Detroit; site of the University of Michigan,
40891,06619107,n,9,capital of the state of Michigan; located in S Michigan on the Grand river,
40892,06619276,n,9,the largest city in Michigan and a major Great Lakes port; center of the United States automobile industry; located in southeastern Michigan on the Detroit river,
40893,06619532,n,9,a midwestern state,
40894,06619697,n,9,capital of the state of Minnesota; located in southeastern Minnesota on the Mississippi river adjacent to Minneapolis; one of the Twin Cities,
40895,06619967,n,9,largest city in Minnesota; located in southeastern Minnesota on the Mississippi river; one of the Twin Cities,
40896,06620172,n,9,nickname for Saint Paul and Minneapolis,
40897,06620307,n,9,a state in the Deep South on the gulf of Mexico; one of the Confederate States during the American Civil War,
40898,06620585,n,9,capital of the state of Mississippi on the Pearl river,
40899,06620737,n,9,a midwestern state in central United States,
40900,06620965,n,9,a city in western Missouri; the beginning of the Santa Fe Trail,
40901,06621106,n,9,capital of the state of Missouri; located in central Missouri on the Missouri river,
40902,06621291,n,9,the largest city in Missouri; was an important staging area for wagon trains westward in the 19th century,
40903,06621493,n,9,a city is western Missouri,
40904,06621596,n,9,a state in northwestern United States on the Canadian border,
40905,06621898,n,9,capital of the state of Montana; located in western Montana,
40906,06622050,n,9,the largest city in Montana; located in S Montana on the Yellowstone river,
40907,06622198,n,9,a city in central Montana on the Missouri river; a center of extensive hydroelectric power,
40908,06622365,n,9,a midwestern state on the Great Plains,
40909,06622591,n,9,capital of the state of Nebraska; located in southeastern Nebraska; site of the University of Nebraska,
40910,06622788,n,9,largest city in Nebraska; located in eastern Nebraska on the Missouri river,
40911,06622934,n,9,a state in the western United States,
40912,06623190,n,9,capital of the state of Nevada; located in western Nevada,
40963,06632262,n,9,a city in western New York; a center of the photographic equipment industry,
40915,06623709,n,9,a state in New England; one of the original 13 colonies,
40916,06623897,n,9,one of the British colonies that formed the United States,
40917,06624014,n,9,capital of the state of New Hampshire; located in south central New Hampshire on the Merrimack river,
40918,06624214,n,9,largest city in New Hampshire; located in southeastern New Hampshire on the Merrimack river,
40919,06624381,n,9,a Mid-Atlantic state on the Atlantic; one of the original 13 colonies,
40920,06624712,n,9,one of the British colonies that formed the United States,
40921,06624826,n,9,a city on the Atlantic shore in southeastern New Jersey; a resort and gambling center,
40922,06624990,n,9,capital of the state of New Jersey; located in western New Jersey on the Delaware river,
40923,06625174,n,9,a city in northeastern New Jersey (opposite Manhattan),
40924,06625305,n,9,the largest city in New Jersey; located in northeastern New Jersey,
40925,06625443,n,9,a city in northeastern New Jersey,
40926,06625568,n,9,a city in southwestern New Jersey on the Delaware River near Pittsburgh,
40927,06625711,n,9,a university town in central New Jersey,
40928,06625844,n,9,a state in southwestern United States on the Mexican border,
40929,06626115,n,9,capital of the state of New Mexico; located in north central New Mexico,
40930,06626284,n,9,the largest city in New Mexico; located in central New Mexico on the Rio Grande river,
40931,06626446,n,9,an artist colony in northern New Mexico,
40932,06626555,n,9,a Mid-Atlantic state; one of the original 13 colonies,
40933,06627132,n,9,one of the British colonies that formed the United States,
40934,06627244,n,9,state capital of New York; located in eastern New York State on the west bank of the Hudson river,
40935,06627435,n,9,a city on Lake Erie in western New York (near Niagara Falls),
40936,06627568,n,9,a former canal connecting the Hudson river at Albany with Lake Erie at Buffalo,
40937,06627722,n,9,the largest city in New York State; located in southeastern New York at the mouth of the Hudson river; a major financial and cultural center,
40938,06628237,n,9,a borough of New York City,
40939,06628346,n,9,a borough of New York City,
40940,06628465,n,9,a section of Brooklyn on the Atlantic; known as an amusement center,
40942,06628853,n,9,one of the five boroughs of New York City,
40943,06629159,n,9,an avenue in Manhattan that separates the East Side of Manhattan from the West Side,
40944,06629320,n,9,a large park in Manhattan,
40945,06629423,n,9,a district of Manhattan; now largely a Black ghetto,
40946,06629546,n,9,a district in Manhattan formerly noted for its slums and vice,
40947,06629706,n,9,a street in Manhattan noted for cheap hotels frequented by homeless derelicts,
40948,06629855,n,9,a street in Manhattan that passes through Times Square; famous for its theaters,
40949,06630026,n,9,a fashionable residential street in New York City,
40950,06630164,n,9,low-budget theaters located outside the Broadway area in Manhattan,
40951,06630308,n,9,the area of Manhattan around the intersection of Broadway and Seventh Avenue; heart of the New York theater district; site of annual celebration of New Year's,
40952,06630544,n,9,a street in lower Manhattan where NY Stock Exchange is located; symbol of American finance,
40953,06630722,n,9,a mainly residential district of Manhattan; 'the Village' became a home for many writers and artists in the 20th century,
40954,06630935,n,9,a borough of New York City,
40955,06631033,n,9,a borough of New York City,
40956,06631138,n,9,a tidal strait separating Manhattan and the Bronx from Queens and Brooklyn,
40957,06631288,n,9,a channel separating Manhattan from the Bronx,
40958,06631411,n,9,a narrow channel of water separating Staten Island and Brooklyn,
40959,06631557,n,9,United States Army installation on the west bank of Hudson river north of New York City; site of United States Military Academy,
40960,06631760,n,9,an island in southeastern New York; Brooklyn and Queens are on its western end,
40961,06631934,n,9,a city in south central New York near the border with Pennsylvania,
40962,06632076,n,9,a city in western New York State at the falls of the Niagara river; tourist attraction and honeymoon resort,
100482,N0000323,n,10,,
40965,06632585,n,9,a city in central New York,
40966,06632685,n,9,a city in central New York,
40967,06632782,n,9,a town in eastern New York State famed for its spa and its horse racing,
40968,06632935,n,9,a state in southeastern United States; one of the original 13 colonies,
40969,06633272,n,9,one of the British colonies that formed the United States,
40971,06633610,n,9,capital of the state of North Carolina; located in the east central part of the North Carolina,
40972,06633805,n,9,a town in central North Carolina; site of the University of North Carolina,
40973,06633957,n,9,the largest city in North Carolina; located in south central North Carolina,
40974,06634107,n,9,a city of north central North Carolina; site of Duke University,
40975,06634242,n,9,a city of north central North Carolina,
40976,06634356,n,9,a city of north central North Carolina,
40977,06634473,n,9,a state of north central United States bordering on Canada,
40978,06634706,n,9,capital of the state of North Dakota; located in south central North Dakota overlooking the Missouri river,
40979,06634912,n,9,largest city in North Dakota; located in eastern North Dakota on the Red river,
40980,06635061,n,9,a midwestern state in north central United States in the Great Lakes region,
40981,06635317,n,9,a city in northeastern Ohio; the heart of the United States rubber industry,
40982,06635463,n,9,the state capital of Ohio; located in the center of the state; site of Ohio State University,
40983,06635647,n,9,the largest city in Ohio; located in northeastern Ohio on Lake Erie; a major Great Lakes port,
40984,06635815,n,9,a city in S Ohio on the Ohio river,
40985,06635925,n,9,an industrial city in northwestern Ohio on Lake Erie,
40986,06636049,n,9,a state in south central United States,
40987,06636290,n,9,capital and largest city of Oklahoma,
40988,06636427,n,9,a major city of northeastern Oklahoma on the Arkansas river,
40989,06636557,n,9,a state in northwestern United States on the Pacific,
40990,06636734,n,9,capital of the state of Oregon in the northwestern part of the state,
40991,06636893,n,9,largest city in Oregon; located in northwestern Oregon,
40992,06637021,n,9,a Mid-Atlantic state; one of the original 13 colonies,
40993,06637264,n,9,one of the British colonies that formed the United States,
40994,06637380,n,9,capital of Pennsylvania; located in S part of state,
40995,06637533,n,9,a city of southeastern Pennsylvania on the Delaware river (an industrial suburb of Philadelphia),
40996,06637721,n,9,a city in southwestern Pennsylvania at the beginning of the Ohio river; site of Carnegie-Mellon University and the University of Pittsburgh,
40998,06638316,n,9,a state in New England; one of the original 13 colonies; the smallest state,
40999,06638555,n,9,one of the British colonies that formed the United States,
41000,06638671,n,9,the capital and largest city of Rhode Island; located in northeastern Rhode Island on Narragansett Bay; site of Brown University,
41001,06638901,n,9,a resort city in southeastern Rhode Island; known for the summer homes of millionaires; important yachting center,
41002,06639087,n,9,a state in the Deep South; one of the original 13 colonies,
41003,06639356,n,9,one of the British colonies that formed the United States,
41004,06639474,n,9,capital and largest city in South Carolina; located in central South Carolina,
41005,06639653,n,9,a port city in southeastern South Carolina,
41006,06639771,n,9,a state in north central United States,
41007,06640058,n,9,capital of the state of South Dakota; located in central South Dakota on the Missouri river,
41008,06640247,n,9,largest city in South Dakota; located in southeastern South Dakota,
41009,06640390,n,9,a state in east central United States,
41010,06640672,n,9,capital of the state of Tennessee; located in the north central part of the state; known for country music,
41011,06640876,n,9,a city in eastern Tennessee,
41012,06640980,n,9,largest city of Tennessee; located in southwestern Tennessee on the Mississippi River,
41013,06641138,n,9,the second largest state; located in southwestern United States on the Gulf of Mexico,
100483,N0000601,n,10,,
41015,06641632,n,9,a large commercial and industrial city in northeastern Texas,
41018,06642170,n,9,a city in northern Texas,
41019,06642270,n,9,a city of south central Texas; site of the Alamo,
41020,06642414,n,9,a state in the western United States; settled in 1847 by Mormons led by Brigham Young,
41021,06642676,n,9,the capital and largest city of Utah; located near the Great Salt Lake in north central Utah; world capital of the Mormon Church,
41022,06642902,n,9,a state in New England,
41023,06643077,n,9,capital of the state of Vermont; located in north central Vermont,
41024,06643239,n,9,a city in southwestern Vermont,
41025,06643345,n,9,the largest city in Vermont; located in northwestern Vermont on Lake Champlain; site of the University of Vermont,
41026,06643534,n,9,a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in the American Civil War,
41027,06644074,n,9,one of the British colonies that formed the United States,
41028,06644186,n,9,capital of the state of Virginia located in the east central part of the state; was capital of the Confederacy during the American Civil War,
41029,06644422,n,9,largest city of Virginia; located in southeastern Virginia; headquarters of the United States Atlantic fleet,
41030,06644603,n,9,a city in central Virginia,
41031,06644704,n,9,a city in southwestern Virginia,
41032,06644808,n,9,the former residence of George Washington; in northeastern Virginia overlooking the Potomac river,
41033,06644983,n,9,a state in northwestern United States on the Pacific,
41034,06645243,n,9,capital of the state of Washington; located in western Washington on Puget Sound,
41035,06645420,n,9,largest city in Washington; located in west central Washington; a major port of entry,
41036,06645578,n,9,a city of west central Washington on an arm of Puget Sound south of Seattle,
41037,06645744,n,9,a state in east central United States,
41038,06646047,n,9,a city in southern West Virginia,
41039,06646151,n,9,state capital of West Virginia in the central part of the state on the Kanawha river,
41040,06646338,n,9,a city in northern West Virginia,
41041,06646446,n,9,a town in central West Virginia on the New river,
41042,06646591,n,9,a city of western West Virginia on the Ohio river at the mouth of the Kanawha,
41043,06646744,n,9,a city in northern West Virginia on the Monongahela river near the Pennsylvania border; site of the University of West Virginia,
41044,06646947,n,9,a city in northwestern West Virginia on the Ohio river,
41045,06647078,n,9,a city in the northern panhandle of West Virginia on the Ohio river,
41046,06647219,n,9,a midwestern state in north central United States,
41047,06647433,n,9,a city of eastern Wisconsin on an arm of Lake Michigan,
41048,06647561,n,9,capital of the state of Wisconsin; located in the southern part of state; site of the main branch of the University of Wisconsin,
41049,06647785,n,9,largest city of Wisconsin; located in southeastern Wisconsin on Lake Michigan; known for its breweries,
41050,06647962,n,9,a city in southeastern Wisconsin on Lake Michigan S of Milwaukee,
41051,06648098,n,9,a state in the western United States; mountainous in the west and north with the Great Plains in the east,
41052,06648483,n,9,the capital and largest city of Wyoming; located in the southeastern corner of the state,
41053,06648666,n,9,a city of east central Wyoming on the North Platte river,
41054,06648794,n,9,a republic on the east coast of South America,
41055,06648988,n,9,the capital and largest city of Uruguay; a cosmopolitan city and one of the busiest ports in South America,
41056,06649191,n,9,an island republic in Melanesia; independent since 1980,
41057,06649353,n,9,capital of Vanuatu,
41058,06649462,n,9,an independent state inside the city of Rome; home to the Pope and central administration of the Roman Catholic Church,
41059,06649698,n,9,a republic in northern South America on the Caribbean; rich in oil,
41060,06649991,n,9,the capital and largest city of Venezuela,
41061,06650128,n,9,a port in eastern Venezuela on the Orinoco river,
41062,06650275,n,9,a republic in Indochina on the South China Sea,
41063,06650508,n,9,the capital city of Vietnam; located in North Vietnam,
41064,06650653,n,9,a city in S Vietnam; formerly (as Saigon) it was the capital of French Indochina,
41067,06651357,n,9,a republic on the southwestern corner of the Arabian Peninsula on the Red Sea; formerly North Yemen,
41068,06651579,n,9,the capital and largest city of the Yemen Arab Republic,
41069,06651693,n,9,a republic in central Africa; formerly controlled (as part of Northern Rhodesia) by Great Britain until it gained independence within the Commonwealth in 1964,
41070,06652018,n,9,the capital and largest city of Zambia,
41071,06652148,n,9,the lowland region of western Europe on the North Sea: Belgium and Luxembourg and the Netherlands,
41072,06652324,n,9,ancient region and Roman province of the Iberian peninsula; corresponds roughly to modern Portugal and parts of Spain,
41073,06652535,n,9,a region of central Europe rich in deposits of coal and iron ore; annexed by Prussia in 1742 but now largely in Poland,
41074,06652756,n,9,a picturesque coastal region of California south of San Francisco,
41075,06652894,n,9,a region in California south of San Francisco that is noted for its concentration of high-technology industries,
41076,06653085,n,9,a landlocked republic in south central Africa formerly called Rhodesia,
41077,06653355,n,9,the capital and largest city of Zimbabwe,
41078,06653501,n,9,a desert on the Arabian Peninsula in southwestern Asia,
41079,06653635,n,9,a desert in northern Chile rich in nitrate and copper deposits,
41080,06653777,n,9,general name given to all desert areas in Australia,
41081,06653930,n,9,a desert area in eastern California and southern Nevada; the lowest point in North America,
41082,06654136,n,9,a desert area in S Arizona,
41083,06654239,n,9,a desert in central Asia,
41084,06654347,n,9,a desert in southwestern Africa - largely Botswana,
41085,06654489,n,9,the eastern part of the Sahara Desert,
41086,06654605,n,9,a desert area in Southern California,
41087,06654773,n,9,a desert in Namibia between the high plateau and the Atlantic Ocean,
41088,06654918,n,9,a desert in S Israel,
41089,06655024,n,9,an arid sandstone plateau between the Nile and the Red Sea,
41090,06655161,n,9,a desert on a high plateau in northeastern Arizona,
41091,06655291,n,9,a semi-arid region in southern South America,
41092,06655418,n,9,"the world's largest desert (3,500,000 square miles) in North Africa",
41093,06655611,n,9,the region of Africa south of the Sahara Desert,
41094,06655757,n,9,a desert on the Sinai Peninsula in northeastern Egypt,
41095,06655896,n,9,an inactive volcano in western Cameroon; highest peak on the West African coast,
41096,06656049,n,9,"an extinct volcano in S Mexico between Mexico City and Veracruz; the highest peak in Mexico (18,695 feet)",
41097,06656279,n,9,an active volcano in southwestern Mexico,
41098,06656429,n,9,an Andean volcano in northern Ecuador; last erupted in 1955,
41099,06656563,n,9,the world's largest active volcano; located in the Andes in north central Ecuador,
41100,06656718,n,9,an active volcano in northern Iran,
41101,06656826,n,9,the world's 2nd largest active volcano; located in the Andes in S Peru,
41102,06656970,n,9,"an inactive volcano in Sicily; last erupted in 1961; the highest volcano in Europe (10,500 feet)",
41103,06657159,n,9,a volcano in south central Guatemala,
41104,06657266,n,9,an extinct volcano in south central Honshu; last erupted in 1707; famous for its symmetrical snow-capped peak,
41105,06657467,n,9,an active volcano in southeastern Colombia in the Andes,
41106,06657603,n,9,the world's highest volcano; in the Andes in northern Chile; last erupted in 1959,
41107,06657760,n,9,an inactive volcano in the Andes in S Peru; last erupted in 1783,
41108,06657902,n,9,an inactive volcano on the Kamchatka Peninsula; last erupted in 1946,
41109,06658049,n,9,a small volcanic island in Indonesia between Java and Sumatra; its violent eruption in 1883 was the greatest in recorded history,
41110,06658291,n,9,a volcano in the Andes in Chile,
41111,06658394,n,9,an active volcano on north central Hawaii Island; highest peak in the Hawaiian Islands,
41112,06658555,n,9,an active volcano on south central Hawaii Island,
41113,06658678,n,9,an inactive volcano in the Andes in S Colombia; last erupted in 1950,
41114,06658818,n,9,an inactive volcano in the Andes in central Ecuador; last erupted in 1946,
41115,06658963,n,9,an inactive volcano in central Chile; last erupted in 1959,
41166,06667608,n,9,something that grows inward,
41117,06659365,n,9,a volcano in southwestern Italy on the Mediterranean coast; erupted in 79 AD and buried Pompeii; last erupted in 1944,
41118,06659588,n,9,a motive for living; 'pottery was his life',
41119,06659682,n,9,a motive that can be defended by reasoning or logical argument,
41120,06659860,n,9,a rational motive for a belief or action; 'the reason that war was declared'; 'the grounds for their declaration',
41121,06660089,n,9,reason; 'there was no occasion for complaint',
41122,06660189,n,9,grounds; 'don't do it on my account'; 'the paper was rejected on acount of its length'; 'he tried to blame the victim but his success on that score was doubtful',
41123,06660412,n,9,the cause or intention underlying an action or situation esp in the phrase 'the whys and wherefores',
41124,06660574,n,9,a positive motivational influence,
41125,06660712,n,9,an efficient incentive; 'they hoped it would act as a spiritual dynamic on all churches',
41126,06660868,n,9,a negative motivational influence,
41127,06660991,n,9,a motivation that is inconsistent with reason or logic,
41128,06661163,n,9,an instinctive motive; 'profound religious impulses',
41129,06661330,n,9,(psychology) an urge to withdraw or avoid a situation or an object,
41130,06661468,n,9,(psychology) an urge to accept or approach a situation or an object,
41132,06661823,n,9,an urge to do or say something that might be better left undone or unsaid,
