1,στεφανοποιός,n,----------,,,,,,0
93946,σ04695,συκαστής,n,n-s---mn1e,συκαστού,,,,,0
93947,σ04696,συκέα,n,n-s---fn1l,συκέας,,,/syː.ké.aː/,,0
93948,σ04697,σύκειον,n,----------,,,,,,0
93949,σ04698,συκεών,n,n-s---mn3n,συκεῶνος,,,,,0
93950,σ04699,συκηγορία,n,n-s---fn1l,συκηγορίας,,,,,0
93951,σ04700,συκία,n,n-s---fn1l,συκίας,,,,,0
93952,σ04701,συκίδιον,n,n-s---nn2-,συκιδίου,,,,,0
93953,σ04702,συκίζω,v,----------,,,,,,0
93955,σ04704,συκινόφυλλον,n,n-s---nn2-,συκινοφύλλου,,,,,0
93956,σ04705,συκίον,n,n-s---nn2-,συκίου,,,,,0
93957,σ04706,συκίς,n,n-s---fn3d,συκίδος,,,,,0
93958,σ04707,συκίτης,n,----------,,,,,,0
93959,σ04708,συκοβασίλεια,n,n-p---nn2-,συκοβασιλείων,,,,,0
93960,σ04709,συκόβιος,a,aps---cn2-,συκόβιος συκόβιος συκόβιον,,,,,0
93961,σ04710,συκολογέω,v,----------,,,,,,0
93962,σ04711,συκολόγος,a,aps---cn2-,συκολόγος συκολόγος συκολόγον,,,,,0
93963,σ04712,συκομάμμας,n,n-s---mn1a,συκομάμμου,,,,,0
93964,σ04713,συκομορέα,n,n-s---fn1l,συκομορέας,,,,,0
93965,σ04714,συκόμορον,n,n-s---nn2-,συκομόρου,,,,,0
93966,σ04715,συκόμορος,n,----------,,,,,,0
93967,σ01854,σῦκον,n,n-s---nn2-,σύκου,,,/sŷː.kon/,,0
93968,σ04716,συκόομαι,v,----------,,,,,,0
93970,σ04718,συκόπρωκτος,a,aps---cn2-,συκόπρωκτος συκόπρωκτος συκόπρωκτον,,,,,0
93971,σ04719,συκοπώλης,n,n-s---mn1e,συκοπώλου,,,,,0
93973,σ04721,συκοσπαδίας,n,n-s---mn1a,συκοσπαδίου,,,,,0
93974,σ04722,συκοτραγέω,v,----------,,,,,,0
93975,σ04723,συκοτραγίδης,n,n-s---mn1e,συκοτραγίδου,,,,,0
93977,σ04725,συκοφάγος,n,----------,,,,,,0
