1,στεφανοποιός,n,----------,,,,,,0
95063,σ05810,συναναίρεσις,n,n-s---fn3v,συναναιρεσέως,,,,,0
95064,σ05811,συναναιρέω,v,----------,,,,,,0
95065,σ05812,συνανακαθαίρω,v,----------,,,,,,0
95067,σ05814,συνανάκειμαι,v,----------,,,,,,0
95069,σ05816,συνανακεφαλαιόω,v,----------,,,,,,0
95070,σ05817,συνανακηρύσσω,v,----------,,,,,,0
95071,σ05818,συνανακινδυνεύω,v,----------,,,,,,0
95072,σ05819,συνανακινέω,v,----------,,,,,,0
95073,σ05820,συνανακίρνημι,v,----------,,,,,,0
95074,σ05821,συνανακλίνομαι,v,----------,,,,,,0
95075,σ05822,συνανακομίζω,v,----------,,,,,,0
95076,σ05823,συνανακόπτω,v,----------,,,,,,0
95077,σ05824,συνανακράω,v,----------,,,,,,0
95078,σ05825,συνανακρίνω,v,----------,,,,,,0
95079,σ05826,συνανακυκλέομαι,v,----------,,,,,,0
95080,σ05827,συνανακυλίομαι,v,----------,,,,,,0
95081,σ05828,συνανακύπτω,v,----------,,,,,,0
95082,σ05829,συναναλαμβάνω,v,----------,,,,,,0
95083,σ05830,συναναλάμπω,v,----------,,,,,,0
95084,σ05831,συναναληψία,n,n-s---fn1l,συναναληψίας,,,,,0
95085,σ05832,συναναλίσκω,v,----------,,,,,,0
95086,σ05833,συναναλογέομαι,v,----------,,,,,,0
95087,σ05834,συναναλύω,v,----------,,,,,,0
95088,σ05835,συναναμαλάσσω,v,----------,,,,,,0
95089,σ05836,συναναμείγνυμι,v,----------,,,,,,0
95090,σ05837,συναναμέλπω,v,----------,,,,,,0
95092,σ05839,συναναμιμνήσκω,v,----------,,,,,,0
95093,σ05840,συνανάμιξις,n,n-s---fn3v,συναναμιξέως,,,,,0
95094,σ05841,συναναμίσγω,v,----------,,,,,,0
95095,σ05842,συνανανεόομαι,v,----------,,,,,,0
95096,σ05843,συναναξηραίνω,v,----------,,,,,,0
95097,σ05844,συναναπάλλομαι,v,----------,,,,,,0
95098,σ05845,συναναπαύομαι,v,----------,,,,,,0
95099,σ05846,συναναπείθω,v,----------,,,,,,0
95100,σ05847,συναναπέμπω,v,----------,,,,,,0
95101,σ05848,συναναπηδάω,v,----------,,,,,,0
95102,σ05849,συναναπίμπλημι,v,----------,,,,,,0
95103,σ05850,συναναπίπτω,v,----------,,,,,,0
95104,σ05851,συναναπλάσσω,v,----------,,,,,,0
95105,σ05852,συναναπλέκω,v,----------,,,,,,0
95106,σ05853,συναναπληρόω,v,----------,,,,,,0
95107,σ05854,συναναπλόω,v,----------,,,,,,0
95108,σ05855,συναναπράσσω,v,----------,,,,,,0
95109,σ05856,συναναπτύω,v,----------,,,,,,0
95110,σ05857,συνανάπτω,v,----------,,,,,,0
95111,σ05858,συναναριθμέω,v,----------,,,,,,0
95112,σ05859,συναναρριπτέω,v,----------,,,,,,0
95113,σ05860,συναναρτάομαι,v,----------,,,,,,0
95114,σ05862,συνανασκάπτω,v,----------,,,,,,0
95115,σ05863,συνανασκευάζω,v,----------,,,,,,0
95116,σ05864,συνανασκευή,n,n-s---fn1e,συνανασκευῆς,,,,,0
95117,σ05865,συνανασπάω,v,----------,,,,,,0
95118,σ05866,συναναστομόω,v,----------,,,,,,0
95120,σ05868,συναναστρέφω,v,----------,,,,,,0
95631,σ06377,συνδονέω,v,----------,,,,,,0
95122,σ05861,συνανασῴζω,v,----------,,,,,,0
95123,σ05870,συναναταράσσω,v,----------,,,,,,0
95124,σ05871,συνανατείνω,v,----------,,,,,,0
95125,σ05872,συνανατέλλω,v,----------,,,,,,0
95126,σ05873,συνανατήκω,v,----------,,,,,,0
95127,σ05874,συνανατίθημι,v,----------,,,,,,0
95129,σ05876,συνανατρέπω,v,----------,,,,,,0
95130,σ05877,συνανατρέφω,v,----------,,,,,,0
95131,σ05878,συνανατρέχω,v,----------,,,,,,0
95132,σ05879,συνανατρίβω,v,----------,,,,,,0
95133,σ05880,συνανάτροφος,n,----------,,,,,,0
95134,σ05881,συναναφαίνω,v,----------,,,,,,0
95135,σ05882,συναναφέρω,v,----------,,,,,,0
95136,σ05883,συναναφθέγγομαι,v,----------,,,,,,0
95137,σ05884,συναναφλέγω,v,----------,,,,,,0
95138,σ05885,συναναφορά,n,n-s---fn1l,συναναφορᾶς,,,,,0
95139,σ05886,συναναφυράω,v,----------,,,,,,0
95140,σ05887,συναναφύρω,v,----------,,,,,,0
95141,σ05888,συναναχαλάω,v,----------,,,,,,0
95142,σ05889,συναναχέω,v,----------,,,,,,0
95143,σ05890,συναναχορεύω,v,----------,,,,,,0
95144,σ05891,συναναχρέμπτομαι,v,----------,,,,,,0
95145,σ05892,συναναχρώννυμι,v,----------,,,,,,0
95146,σ05893,συνανάχρωσις,n,n-s---fn3v,συναναχρωσέως,,,,,0
95147,σ05894,συναναχρωτίζω,v,----------,,,,,,0
95148,σ05895,συναναχωρέω,v,----------,,,,,,0
95149,σ05896,συνανδάνω,v,----------,,,,,,0
95150,σ05897,συνανδραγαθέω,v,----------,,,,,,0
95152,σ05899,συνάνειμι,v,----------,,,,,,0
95153,σ05900,συνανείργω,v,----------,,,,,,0
95154,σ05901,συνανέλκω,v,----------,,,,,,0
95155,σ05902,συνανέρχομαι,v,----------,,,,,,0
95156,σ05903,συνανέχω,v,----------,,,,,,0
95157,σ05904,συνανηβάω,v,----------,,,,,,0
95158,σ05905,συνανήκω,v,----------,,,,,,0
95159,σ05906,συνανθέλκω,v,----------,,,,,,0
95160,σ05907,συνανθέω,v,----------,,,,,,0
95161,σ05908,συνανθομολογέομαι,v,----------,,,,,,0
95162,σ05909,συνανθρωπεύομαι,v,----------,,,,,,0
95163,σ05910,συνανθρωπέω,v,----------,,,,,,0
95164,σ05911,συνανθρωπίζω,v,----------,,,,,,0
95166,σ05913,συνανιάομαι,v,----------,,,,,,0
95167,σ05914,συνανίημι,v,----------,,,,,,0
95168,σ05915,συνανίστημι,v,----------,,,,,,0
95169,σ05916,συνανίσχω,v,----------,,,,,,0
95170,σ05917,συνανιχνεύω,v,----------,,,,,,0
95171,σ05918,συνανοηταίνω,v,----------,,,,,,0
95172,σ05919,συνανοίγω,v,----------,,,,,,0
95173,σ05920,συνανοιμώζω,v,----------,,,,,,0
95174,σ05921,συνανορθόω,v,----------,,,,,,0
95175,,Συνανουβιασταί,n,n-p---mn2-,Συνανουβιαστῶν,,,,,0
95176,σ05922,συνανταίρω,v,----------,,,,,,0
95177,σ05923,συναντάω,v,v1spia--2a,,,,,,0
95178,σ05924,συναντή,n,n-s---fn1e,συναντῆς,,,,,0
95180,σ05926,συνάντησις,n,n-s---fn3v,συναντησέως,,,,,0
95181,σ05927,συναντιάζω,v,----------,,,,,,0
95182,σ05928,συναντιβάλλω,v,----------,,,,,,0
95183,σ05929,συναντίζω,v,----------,,,,,,0
95184,σ05930,συναντίθεσις,n,n-s---fn3v,συναντιθεσέως,,,,,0
95185,σ05931,συναντιλαμβάνομαι,v,----------,,,,,,0
95186,σ05932,συναντιμεσουρανέω,v,----------,,,,,,0
95188,σ05934,συναντλέω,v,----------,,,,,,0
95189,σ05935,συνάντομαι,v,----------,,,,,,0
95190,σ05936,συνανύτω,v,----------,,,,,,0
95191,σ05937,συνανύω,v,----------,,,,,,0
95192,σ05938,συνάξιμος,a,aps---cn2-,συνάξιμος συνάξιμος συνάξιμον,,,,,0
95193,σ05939,συναξιόω,v,----------,,,,,,0
95194,σ05940,σύναξις,n,n-s---fn3v,συναξέως,,,,,0
95195,σ05941,συναοιδία,n,----------,,,,,,0
95196,σ05942,συναορέω,v,----------,,,,,,0
95197,σ05943,συναοριστέομαι,v,----------,,,,,,0
95198,σ05944,συνάορος,n,----------,,,,,,0
95199,σ05945,συναπάγω,v,----------,,,,,,0
95200,σ05946,συναπαιδευτέω,v,----------,,,,,,0
95201,σ05947,συναπαίρω,v,----------,,,,,,0
95202,σ05948,συναπαιτέω,v,----------,,,,,,0
95203,σ05949,συναπαντάω,v,----------,,,,,,0
95204,σ05950,συναπαρτίζω,v,----------,,,,,,0
95205,σ05951,συναπαρτισμός,n,----------,,,,,,0
95206,σ05952,συνάπας,n,----------,,,,,,0
95207,σ05953,συναπατάω,v,----------,,,,,,0
95209,σ05955,συναπειλέω,v,----------,,,,,,0
95210,σ05956,συνάπειμι,v,----------,,,,,,0
95211,σ05957,συναπελαύνω,v,----------,,,,,,0
95212,σ05958,συναπελευθερική,n,----------,,,,,,0
95213,σ05959,συναπεμπολάω,v,----------,,,,,,0
95214,σ05960,συναπεργάζομαι,v,----------,,,,,,0
95215,σ05961,συναπερείδω,v,----------,,,,,,0
95216,σ05962,συναπέρχομαι,v,----------,,,,,,0
95217,σ05963,συναπευθύνω,v,----------,,,,,,0
95218,σ05964,συναπεχθάνομαι,v,----------,,,,,,0
95219,σ05965,συναπέχω,v,----------,,,,,,0
95220,σ05966,συναπίσταμαι,v,----------,,,,,,0
95221,σ05967,συναπλόω,v,----------,,,,,,0
95222,σ05968,συναποβαίνω,v,----------,,,,,,0
95223,σ05969,συναποβάλλω,v,----------,,,,,,0
95224,σ05970,συναποβιάζομαι,v,----------,,,,,,0
95225,σ05971,συναποβλέπω,v,----------,,,,,,0
95226,σ05972,συναποβρέχω,v,----------,,,,,,0
95227,σ05973,συναπογεννάω,v,----------,,,,,,0
95229,σ05975,συναπογραπτέον,n,----------,,,,,,0
95230,σ05976,συναπογράφομαι,v,----------,,,,,,0
95231,σ05977,συναπογυμνόομαι,v,----------,,,,,,0
95232,σ05978,συναποδείκνυμι,v,----------,,,,,,0
95233,σ05979,συναποδεικτέον,n,----------,,,,,,0
95234,σ05980,συναπόδειξις,n,n-s---fn3v,συναποδειξέως,,,,,0
95235,σ05982,συναποδέρω,v,----------,,,,,,0
95237,σ05984,συναποδημέω,v,----------,,,,,,0
95238,σ05985,συναπόδημοι,n,n-p---mn2-,συναποδήμων,,,,,0
95239,σ05986,συναποδιδράσκω,v,----------,,,,,,0
95240,σ05987,συναποδίδωμι,v,----------,,,,,,0
95241,σ05988,συναποδοκιμάζω,v,----------,,,,,,0
95242,σ05989,συναποδοκιμαστέον,n,----------,,,,,,0
95243,σ05990,συναποδύομαι,v,----------,,,,,,0
95244,σ05991,συναποδύρομαι,v,----------,,,,,,0
95245,σ05981,συναποδέλγομαι,v,----------,,,,,,0
95246,σ05992,συναποθεόω,v,----------,,,,,,0
95247,σ05993,συναποθλάω,v,----------,,,,,,0
95248,σ05994,συναποθλίβω,v,----------,,,,,,0
95250,σ05996,συναποικίζω,v,----------,,,,,,0
95251,σ05997,συναποίχομαι,v,----------,,,,,,0
95252,σ05998,συναποκαθαίρομαι,v,----------,,,,,,0
95253,σ05999,συναποκαθίστημι,v,----------,,,,,,0
95254,σ06000,συναποκαλέω,v,----------,,,,,,0
95255,σ06001,συναποκαλύπτω,v,----------,,,,,,0
95256,σ06002,συναποκάμνω,v,----------,,,,,,0
95257,σ06003,συναποκατάστασις,n,n-s---fn3v,συναποκαταστασέως,,,,,0
95258,σ06004,συναπόκειμαι,v,----------,,,,,,0
95259,σ06005,συναποκινδυνεύω,v,----------,,,,,,0
95260,σ06006,συναποκλείω,v,----------,,,,,,0
95261,σ06007,συναποκληρόω,v,----------,,,,,,0
95262,σ06008,συναποκλίνω,v,----------,,,,,,0
95263,σ06009,συναποκλύζω,v,----------,,,,,,0
95264,σ06010,συναποκομίζω,v,----------,,,,,,0
95265,σ06011,συναποκόπτω,v,----------,,,,,,0
95266,σ06012,συναποκρίνομαι,v,----------,,,,,,0
95267,σ06013,συναποκρύπτω,v,----------,,,,,,0
95269,σ06015,συναποκτίννυμι,v,----------,,,,,,0
95270,σ06016,συναποκυλίνδω,v,----------,,,,,,0
95271,σ06017,συναπολαμβάνω,v,----------,,,,,,0
95272,σ06018,συναπολάμπω,v,----------,,,,,,0
95273,σ06019,συναπόλαυσις,n,n-s---fn3v,συναπολαυσέως,,,,,0
95274,σ06020,συναπολαύω,v,----------,,,,,,0
95275,σ06021,συναπολείπω,v,----------,,,,,,0
95276,σ06022,συναπολήγω,v,----------,,,,,,0
95277,σ06023,συναπολιθόω,v,----------,,,,,,0
95278,σ06024,συναπόλλυμι,v,----------,,,,,,0
95279,σ06025,συναπολογέομαι,v,----------,,,,,,0
95280,σ06026,συναπολύω,v,----------,,,,,,0
95281,σ06027,συναπομαλάσσω,v,----------,,,,,,0
95282,σ06028,συναπομαραίνομαι,v,----------,,,,,,0
95283,σ06029,συναπομειόω,v,----------,,,,,,0
95284,σ06030,συναπονεύω,v,----------,,,,,,0
95285,σ06031,συναπονίναμαι,v,----------,,,,,,0
95286,σ06032,συναπονοέομαι,v,----------,,,,,,0
95287,σ06033,συναποξύω,v,----------,,,,,,0
95289,σ06035,συναποπέμπω,v,----------,,,,,,0
95290,σ06036,συναποπίπτω,v,----------,,,,,,0
95291,σ06037,συναποπλέω,v,----------,,,,,,0
95293,σ06039,συναπορέω,v,----------,,,,,,0
95294,σ06040,συναπορρέω,v,----------,,,,,,0
95295,σ06041,συναπορρήγνυμι,v,----------,,,,,,0
95296,σ06042,συναπορρίπτω,v,----------,,,,,,0
95297,σ06043,συναπορρύπτομαι,v,----------,,,,,,0
95298,σ06044,συναποσβέννυμι,v,----------,,,,,,0
95299,σ06045,συναποσεμνύνω,v,----------,,,,,,0
95300,σ06046,συναποσπάω,v,----------,,,,,,0
95301,σ06047,συναποστάζω,v,----------,,,,,,0
95302,σ06048,συναποστάτης,n,n-s---mn1e,συναποστάτου,,,,,0
95303,σ06049,συναποστέλλω,v,----------,,,,,,0
95304,σ06050,συναποστενόω,v,----------,,,,,,0
95305,σ06051,συναποστερέω,v,----------,,,,,,0
95306,σ06052,συναποσύρω,v,----------,,,,,,0
95307,σ06053,συναποσφίγγω,v,----------,,,,,,0
95308,σ06054,συναποτείνω,v,----------,,,,,,0
95310,σ06056,συναποτέμνω,v,----------,,,,,,0
95311,σ06057,συναποτερματίζομαι,v,----------,,,,,,0
95312,σ06058,συναποτεφρόω,v,----------,,,,,,0
95313,σ06059,συναποτίθεμαι,v,----------,,,,,,0
95314,σ06060,συναποτίκτω,v,----------,,,,,,0
95315,σ06061,συναποτίλλω,v,----------,,,,,,0
95316,σ06062,συναποτίνω,v,----------,,,,,,0
95317,σ06063,συναποτρέπω,v,----------,,,,,,0
95318,σ06064,συναποτροχάζω,v,----------,,,,,,0
95319,σ06065,συναποφαίνω,v,----------,,,,,,0
95320,σ06066,συναπόφασις,n,n-s---fn3v,συναποφασέως,,,,,0
95321,σ06067,συναποφάσκω,v,----------,,,,,,0
95322,σ06068,συναποφέρω,v,----------,,,,,,0
95323,σ06069,συναποφθίνω,v,----------,,,,,,0
95324,σ06070,συναποφύω,v,----------,,,,,,0
95325,,Χέω,n,----------,,,,,,0
95326,,Χράομαι,n,----------,,,,,,0
95327,,Χωρέω,n,----------,,,,,,0
95328,σ06071,συναπτέον,n,----------,,,,,,0
95330,σ06073,συναπτός,a,aps---cn2e,συναπτός συναπτός συναπτόν,,,,,0
95331,σ06074,συνάπτω,v,v1spia--1-,,,,/sy.náp.tɔː/,,0
95332,σ06075,συναπωθέω,v,----------,,,,,,0
95333,σ06076,συναραρίσκω,v,----------,,,,,,0
95334,σ06077,συναράσσω,v,----------,,,,,,0
95335,σ06078,συναραχνόομαι,v,----------,,,,,,0
95336,σ06079,συναρέσκω,v,----------,,,,,,0
95337,σ06080,συναρθμέω,v,----------,,,,,,0
95338,σ06081,συνάρθμιος,a,aps---cn2-,συνάρθμιος συνάρθμιος συνάρθμιον,,,,,0
95339,σ06082,συναρθμόομαι,v,----------,,,,,,0
95340,σ06083,συναρθρόομαι,v,----------,,,,,,0
95341,σ06084,σύναρθρος,n,----------,,,,,,0
95342,σ06085,συνάρθρωσις,n,n-s---fn3v,συναρθρωσέως,,,,,0
95343,σ06087,συναριθμέω,v,----------,,,,,,0
95344,σ06088,συναρίθμησις,n,n-s---fn3v,συναριθμησέως,,,,,0
95345,σ06089,συναριθμητέον,n,----------,,,,,,0
95346,σ06086,συναρίθμ,a,aps---cn2-,συναρίθμ συναρίθμ συνάρθμιον,,,,,0
95349,σ06093,συναριστεύω,v,----------,,,,,,0
95350,σ06094,συνάριστος,a,aps---cn2-,συνάριστος συνάριστος συνάριστον,,,,,0
95351,σ06095,συναρκέομαι,v,----------,,,,,,0
95352,σ06096,συναρμογή,n,n-s---fn1e,συναρμογῆς,,,,,0
95353,σ06097,συναρμόζω,v,----------,,,,,,0
95354,σ06090,συναρίθμοξα,n,----------,,,,,,0
95355,σ06098,συναρμολογέω,v,----------,,,,,,0
95356,σ06099,συναρμονιάω,v,----------,,,,,,0
95358,σ06101,συνάρμοσις,n,n-s---fn3v,συναρμοσέως,,,,,0
95359,σ06102,συναρμοστέον,n,----------,,,,,,0
95360,σ06103,συναρμοστής,n,n-s---mn1e,συναρμοστού,,,,,0
95361,σ06104,συναρμοστικός,a,aps---mn1-,συναρμοστικός συναρμοστική συναρμοστικόν,,,,,0
95362,σ06105,συναρμοττόντως,r,----------,,,,,,0
95363,σ06106,συναρμόττω,v,----------,,,,,,0
95364,σ06107,συναροτριάω,v,----------,,,,,,0
95365,σ06108,συναρπαγή,n,n-s---fn1e,συναρπαγῆς,,,,,0
95366,σ06109,συναρπάζω,v,v1spia--1-,,,,,,0
95367,σ06110,συναρρωστέω,v,----------,,,,,,0
95368,σ06111,σύναρσις,n,n-s---fn3v,συναρσέως,,,,,0
95369,σ06112,συναρτάω,v,----------,,,,,,0
95370,σ06113,συνάρτησις,n,n-s---fn3v,συναρτησέως,,,,,0
95371,σ06114,συναρτίζω,v,----------,,,,,,0
95372,σ06115,συναρτύνω,v,----------,,,,,,0
95373,σ06116,συναρτύω,v,----------,,,,,,0
95374,σ06117,συναρχαιρεσιάζω,v,----------,,,,,,0
95375,σ06118,συναρχία,n,n-s---fn1l,συναρχίας,,,,,0
95376,σ06119,συναρχιεράομαι,v,----------,,,,,,0
95377,σ06120,συναρχίνη,n,n-s---fn1e,συναρχίνης,,,,,0
95378,σ06121,συναρχίς,n,n-s---fn3d,συναρχίδος,,,,,0
95379,σ06122,συναρχομένως,r,----------,,,,,,0
95381,σ06124,συναρχοστατέομαι,v,----------,,,,,,0
95382,σ06125,συνάρχω,v,----------,,,,,,0
95383,σ06126,συναρωγός,a,aps---cn2-,συναρωγός συναρωγός συναρωγόν,,,,,0
95384,σ06127,συνασβολόω,v,----------,,,,,,0
95385,σ06128,συνασεβέω,v,----------,,,,,,0
95386,σ06129,συνασελγαίνω,v,----------,,,,,,0
95387,σ06130,συνασθενέω,v,----------,,,,,,0
95388,σ06131,συνασκέω,v,----------,,,,,,0
95389,σ06132,συνάσκησις,n,n-s---fn3v,συνασκησέως,,,,,0
95390,σ06133,συνασμενίζω,v,----------,,,,,,0
95391,σ06134,συνασοφέω,v,----------,,,,,,0
95392,σ06135,συνασπάζομαι,v,----------,,,,,,0
95393,σ06136,συνασπιδόω,v,----------,,,,,,0
95394,σ06137,συνασπίζω,v,----------,,,,,,0
95395,σ06138,συνασπισμός,n,----------,,,,,,0
95397,σ06140,συνασπιστικὴ,n,----------,,,,,,0
95398,σ06141,συνασταχύω,v,----------,,,,,,0
95399,σ06142,συναστραγαλίζω,v,----------,,,,,,0
95400,σ06143,συναστράπτω,v,----------,,,,,,0
95401,σ06144,συναστρέω,v,----------,,,,,,0
95402,σ06145,συναστρία,n,n-s---fn1l,συναστρίας,,,,,0
95403,σ06146,συνασφαλίζομαι,v,----------,,,,,,0
95405,σ06148,συνασχημονέω,v,----------,,,,,,0
95406,σ06149,συνασχολέομαι,v,----------,,,,,,0
95407,σ06150,συνατενίζω,v,----------,,,,,,0
95408,σ06151,συνατιμάζω,v,----------,,,,,,0
95410,σ06153,συνατμίζομαι,v,----------,,,,,,0
95411,σ06154,συνατονέω,v,----------,,,,,,0
95412,σ06155,συνατροφέω,v,----------,,,,,,0
95413,σ06156,συνατυχέω,v,----------,,,,,,0
95414,σ06157,συναυαίνω,v,----------,,,,,,0
95415,σ06158,συναυγάζω,v,----------,,,,,,0
95416,σ06159,συναυγασμός,n,----------,,,,,,0
95417,σ06160,συναύγεια,n,n-s---fn1s,συναύγειας,,,,,0
95418,σ06161,συναυδάω,v,----------,,,,,,0
95419,σ06162,συναυλέω,v,----------,,,,,,0
95420,σ06163,συναυλία,n,----------,,,,,,0
95421,σ06164,συναυλία,n,n-s---fn1l,συναυλίας,,,,,0
95422,σ06165,συναυλίζομαι,v,----------,,,,,,0
95423,σ06166,σύναυλος,a,----------,,,,,,0
95425,σ06168,συναυξάνω,v,----------,,,,,,0
95426,σ06169,συναύξημα,n,n-s---nn3t,συναυξήματος,,,,,0
95427,σ06170,συναύξησις,n,n-s---fn3v,συναυξησέως,,,,,0
95428,σ06171,συναυξομειόομαι,v,----------,,,,,,0
95429,σ06172,συναυχμέω,v,----------,,,,,,0
95430,σ06173,συναφαιρέω,v,----------,,,,,,0
95431,σ06174,συναφανίζομαι,v,----------,,,,,,0
95432,σ06175,συνάφεια,n,n-s---fn1s,συνάφειας,,,,,0
95433,σ06176,συνάφεσις,n,n-s---fn3v,συναφεσέως,,,,,0
95434,σ06177,συναφέψω,v,----------,,,,,,0
95435,σ06178,συναφή,n,n-s---fn1e,συναφῆς,,,,,0
95436,σ06179,συναφηβάω,v,----------,,,,,,0
95438,σ06181,συναφιδρύομαι,v,----------,,,,,,0
95439,σ06182,συναφίημι,v,----------,,,,,,0
95440,σ06183,συναφικνέομαι,v,----------,,,,,,0
95441,σ06184,συναφίστημι,v,----------,,,,,,0
95442,σ06185,συναφομοιόω,v,----------,,,,,,0
95443,σ06186,συναφορίζω,v,----------,,,,,,0
95444,σ06187,συνάχθομαι,v,----------,,,,,,0
95445,σ06188,συνάχνυμαι,v,----------,,,,,,0
95446,σ06189,συναχυρηγέω,v,----------,,,,,,0
95447,σ06190,σύναψις,n,n-s---fn3v,συναψέως,,,/sý.nap.sis/,,0
95448,σ06191,συνάωρ,n,----------,,,,,,0
95449,σ06192,συνβετρανός,n,----------,,,,,,0
95450,σ06193,συνδαί̈ζω,v,----------,,,,,,0
95451,σ06194,συνδαίνυμι,v,----------,,,,,,0
95453,σ06196,συνδαίτης,n,n-s---mn1e,συνδαίτου,,,,,0
95454,σ06197,συνδαίτωρ,n,n-s---mn3r,συνδαίτορος,,,,,0
95455,σ06198,συνδάκνω,v,----------,,,,,,0
95456,σ06199,συνδακρύω,v,----------,,,,,,0
95457,σ06200,συνδαμιοργός,n,----------,,,,,,0
95458,σ06201,συνδάμναμαι,v,----------,,,,,,0
95459,σ06202,συνδανείζομαι,v,----------,,,,,,0
95460,σ06203,συνδαπανάω,v,----------,,,,,,0
95461,σ06204,συνδασύνω,v,----------,,,,,,0
95632,σ06378,συνδοξάζω,v,----------,,,,,,0
95463,σ06206,συνδεαίνω,v,----------,,,,,,0
95464,σ06208,συνδεδεμένως,r,----------,,,,,,0
95465,σ06209,συνδέδια,n,----------,,,,,,0
95466,σ06210,συνδείκνυμι,v,----------,,,,,,0
95467,σ06211,συνδεινόω,v,----------,,,,,,0
95468,σ06212,συνδειπνέω,v,----------,,,,,,0
95470,σ06214,σύνδειπνον,n,n-s---nn2-,συνδείπνου,,,,,0
95471,σ06215,σύνδειπνος,n,n-s---cn2-,συνδείπνου,,,,,0
95472,σ06216,συνδεκαδίζω,v,----------,,,,,,0
95473,σ06217,συνδεκάζω,v,----------,,,,,,0
95474,σ06218,συνδενδρία,n,n-s---fn1l,συνδενδρίας,,,,,0
95475,σ06219,συνδενδρόομαι,v,----------,,,,,,0
95477,σ06221,συνδέομαι,v,----------,,,,,,0
95478,σ06222,σύνδερμον,n,n-s---nn2-,συνδέρμου,,,,,0
95479,σ06223,σύνδεσις,n,n-s---fn3v,συνδεσέως,,,,,0
95480,σ06224,συνδεσμεύω,v,----------,,,,,,0
95481,σ06225,συνδεσμικός,a,aps---mn1-,συνδεσμικός συνδεσμική συνδεσμικόν,,,,,0
95482,σ06226,συνδέσμιος,a,aps---cn2-,συνδέσμιος συνδέσμιος συνδέσμιον,,,,,0
95483,σ06227,συνδεσμοειδής,a,aps---cn5s,συνδεσμοειδής συνδεσμοειδής συνδεσμοειδές,,,,,0
95484,σ06228,σύνδεσμος,n,n-s---mn2-,συνδέσμου,,,/sýn.dez.mos/,,0
95485,σ06229,συνδεσμώτης,n,n-s---mn1e,συνδεσμώτου,,,,,0
95486,σ06230,συνδεσποτεύω,v,----------,,,,,,0
95487,σ06231,συνδετέος,a,aps---mn1-,συνδετέος συνδετέα συνδετέον,,,,,0
95488,σ06232,συνδέτης,n,n-s---mn1e,συνδέτου,,,,,0
95489,σ06233,συνδετικός,a,aps---mn1-,συνδετικός συνδετική συνδετικόν,,,,,0
95490,σ06234,σύνδετος,a,aps---cn2-,σύνδετος σύνδετος σύνδετον,,,/sýn.de.tos/,,0
95491,σ06235,συνδεύω,v,----------,,,,,,0
95492,σ06236,συνδέχομαι,v,----------,,,,,,0
95493,σ06237,συνδέω,v,----------,,,,,,0
95494,σ06239,σύνδηλος,a,aps---cn2-,σύνδηλος σύνδηλος σύνδηλον,,,,,0
95495,σ06240,συνδηλόω,v,----------,,,,,,0
95496,σ06241,συνδημαγωγέω,v,----------,,,,,,0
95497,σ06242,συνδημιουργέω,v,----------,,,,,,0
95499,σ06244,συνδημότης,n,n-s---mn1e,συνδημότου,,,,,0
95500,σ06386,συνδῃόω,v,----------,,,,,,0
95501,σ06246,συνδιαβαίνω,v,----------,,,,,,0
95502,σ06247,συνδιαβάλλω,v,----------,,,,,,0
95503,σ06248,συνδιαβαπτίζομαι,v,----------,,,,,,0
95504,σ06249,συνδιαβαστάζω,v,----------,,,,,,0
95505,σ06250,συνδιαβιβάζω,v,----------,,,,,,0
95506,σ06251,συνδιαβρέχω,v,----------,,,,,,0
95507,σ06252,συνδιαγίγνομαι,v,----------,,,,,,0
95508,σ06253,συνδιαγιγνώσκω,v,----------,,,,,,0
95509,σ06254,συνδιαγνωμονέω,v,----------,,,,,,0
95510,σ06255,συνδιάγω,v,----------,,,,,,0
95511,σ06256,συνδιαγωγή,n,n-s---fn1e,συνδιαγωγῆς,,,,,0
95512,σ06257,συνδιαδέχομαι,v,----------,,,,,,0
95513,σ06258,συνδιαδίδωμι,v,----------,,,,,,0
95514,σ06259,συνδιαζώννυμι,v,----------,,,,,,0
95515,σ06260,συνδιαθερμαίνω,v,----------,,,,,,0
95518,σ06263,συνδιαίρω,v,----------,,,,,,0
95519,σ06264,συνδιαιτάομαι,v,----------,,,,,,0
95520,σ06265,συνδιαίτημα,n,n-s---nn3t,συνδιαιτήματος,,,,,0
95521,σ06266,συνδιαίτησις,n,n-s---fn3v,συνδιαιτησέως,,,,,0
95522,σ06267,συνδιαιτητής,n,n-s---mn1e,συνδιαιτητού,,,,,0
95523,σ06268,συνδίαιτος,n,n-s---mn2-,συνδιαίτου,,,,,0
95524,σ06269,συνδιαιωνίζω,v,----------,,,,,,0
95525,σ06270,συνδιακαίω,v,----------,,,,,,0
95526,σ06271,συνδιάκειμαι,v,----------,,,,,,0
95527,σ06272,συνδιακινδυνεύω,v,----------,,,,,,0
95528,σ06273,συνδιακομίζω,v,----------,,,,,,0
95529,σ06274,συνδιακονέω,v,----------,,,,,,0
95531,σ06276,συνδιακόπτω,v,----------,,,,,,0
95532,σ06277,συνδιακοσμέω,v,----------,,,,,,0
95533,σ06278,συνδιακρίνω,v,----------,,,,,,0
95534,σ06279,συνδιακτορέω,v,----------,,,,,,0
95535,σ06280,συνδιάκτορος,n,n-s---mn2-,συνδιακτόρου,,,,,0
95536,σ06281,συνδιακυβερνάω,v,----------,,,,,,0
95537,σ06282,συνδιαλαμβάνω,v,----------,,,,,,0
