,κωμογραμματεία,n,n-s---fn1l,κωμογραμματείας,,,,,0
61620,μ00392,μαλακτέον,a,----------,,,,,,0
61621,μ00393,μαλακτήρ,n,n-s---mn3r,μαλακτῆρος,,,,,0
61622,μ00394,μαλακτικός,a,aps---mn1-,μαλακτικός μαλακτική μαλακτικόν,,,,,0
61623,μ00395,μαλακτός,a,aps---mn1-,μαλακτός μαλακτή μαλακτόν,,,,,0
61624,μ00396,μαλάκυνσις,n,n-s---fn3v,μαλακυνσέως,,,,,0
61625,μ00397,μαλακύνω,v,----------,,,,,,0
61626,μ00398,μαλακώδης,a,aps---cn3s,μαλακώδης μαλακώδης μαλακώ͂δες,,,,,0
61627,μ00399,μάλαξις,n,----------,,,,,,0
61628,μ00400,μαλάσσω,v,----------,,,,,,0
61629,μ00401,μαλάχη,a,----------,,,,,,0
61630,μ00402,μαλάχιον,n,n-s---nn2-,μαλαχίου,,,,,0
61631,μ00403,μαλάχιος,n,n-s---mn2-,μαλαχίου,,,,,0
61632,μ00404,μάλβαξ,n,n-s---mn3e,μάλβακος,,,,,0
61633,μ00405,μάλδακον,n,n-s---nn2-,μαλδάκου,,,,,0
61634,μ00406,μαλερός,a,aps---mn1-,μαλερός μαλερά μαλερόν,,,,,0
61635,μ00407,μάλευρον,n,n-s---nn2-,μαλεύρου,,,,,0
61636,μ00408,μαλέω,v,----------,,,,,,0
61637,μ00409,μάλη,r,----------,,,,,,0
61638,μ00410,μάληκος,n,n-s---mn2-,μαλήκου,,,,,0
61639,μ00411,μάλθα,n,----------,,,,,,0
61640,μ00412,μαλθάζω,v,----------,,,,,,0
61641,μ00413,μαλθαίνω,v,----------,,,,,,0
61643,μ00415,μαλθακία,n,n-s---fn1l,μαλθακίας,,,,,0
61644,μ00416,μαλθακίζομαι,v,----------,,,,,,0
61645,μ00417,μαλθάκινος,a,aps---mn1-,μαλθάκινος μαλθακίνη μαλθάκινον,,,,,0
61646,μ00418,μαλθακιστέον,a,----------,,,,,,0
61647,μ00419,μαλθακός,a,aps---mn1-,μαλθακός μαλθακή μαλθακόν,,,,,0
61648,μ00420,μαλθακότης,n,n-s---fn3t,μαλθακότητος,,,,,0
61705,μ00476,μανδήλη,n,n-s---fn1e,μανδήλης,,,,,0
61650,μ00422,μαλθακτήριον,n,n-s---nn2-,μαλθακτηρίου,,,,,0
61651,μ00423,μαλθακτικός,a,aps---mn1-,μαλθακτικός μαλθακτική μαλθακτικόν,,,,,0
61652,μ00424,μαλθακύνω,v,----------,,,,,,0
61653,μ00425,μαλθακώδης,a,aps---cn3s,μαλθακώδης μαλθακώδης μαλθακώ͂δες,,,,,0
61654,μ00426,μάλθαξις,n,n-s---fn3v,μαλθαξέως,,,,,0
61655,μ00427,μαλθάσσω,v,----------,,,,,,0
61656,μ00428,μάλθη,n,n-s---fn1e,μάλθης,,,,,0
61657,μ00429,μαλθώδης,a,aps---cn3s,μαλθώδης μαλθώδης μαλθώ͂δες,,,,,0
61658,μ00430,μάλθων,n,n-s---mn3n,μάλθωνος,,,,,0
61659,μ00431,μαλιασις,n,n-s---fn3v,μαλιασέως,,,,,0
61660,μ00432,μαλιασμός,n,----------,,,,,,0
61661,μ00433,μαλιάω,v,----------,,,,,,0
61662,μ00434,μαλιή,n,n-s---fn1e,μαλιῆς,,,,,0
61663,μ00435,μαλιναθάλλη,n,n-s---fn1e,μαλιναθάλλης,,,,,0
61664,μ00436,μάλιον,a,----------,,,,,,0
61665,μ00440,μάλκη,n,n-s---fn1e,μάλκης,,,,,0
61666,μ00441,μαλκιάω,v,----------,,,,,,0
61667,μ00442,μάλκιος,a,aps---cn2-,μάλκιος μάλκιος μάλκιον,,,,,0
61668,μ00443,μαλκίω,v,----------,,,,,,0
61669,μ00444,μαλκόν,n,----------,,,,,,0
61670,μ03556,μἀλλά,n,----------,,,,,,0
61672,μ00446,μαλλοειδής,a,aps---cn5s,μαλλοειδής μαλλοειδής μαλλοειδές,,,,,0
61673,μ03557,μᾶλλον,r,rp--------,μᾶλλον,,,/mâːl.lon/,,0
61674,μ00447,μαλλός,n,----------,,,,,,0
61675,μ00448,μαλλωσις,n,n-s---fn3v,μαλλωσέως,,,,,0
61676,μ00449,μαλλωτάριον,n,n-s---nn2-,μαλλωταρίου,,,,,0
61677,μ00450,μαλλωτός,a,aps---mn1-,μαλλωτός μαλλωτή μαλλωτόν,,,,,0
61678,μ00451,μαλόβαθρον,n,n-s---nn2-,μαλοβάθρου,,,,,0
61679,μ00452,μαλοπάραυος,a,----------,,,,,,0
61680,μ00453,μαλός,a,----------,,,,,,0
61681,μ00454,μαλός,a,aps---mn1-,μαλός μαλή μαλόν,,,,,0
61682,μ00455,μαλόω,v,----------,,,,,,0
61683,,Μάμερσα,n,n-s---fn1s,Μάμερσας,,,,,0
61684,,Μάμερτος,n,n-s---mn2-,Μαμέρτου,,,,,0
61685,μ00457,μαμιρά,n,----------,,,,,,0
61686,,Μαμμάκυθος,n,n-s---mn2-,Μαμμακύθου,,,,,0
61687,μ00463,μαμμᾶν,v,----------,,,,,,0
61688,μ00458,μάμματα,n,n-p---nn2-,μαμμάτων,,,,,0
61689,μ00459,μάμμη,n,n-s---fn1e,μάμμης,,,/mám.mɛː/,,0
61690,μ00460,μαμμία,n,n-s---fn1l,μαμμίας,,,,,0
61691,μ00461,μαμμίδιον,n,n-s---nn2-,μαμμιδίου,,,,,0
61692,μ00462,μαμμικός,a,aps---mn1-,μαμμικός μαμμική μαμμικόν,,,,,0
61694,μ00466,μαμμοπάτωρ,a,----------,,,,,,0
61695,μ00464,μάμμο,n,----------,,,,,,0
61696,μ00468,μαμμωνυμικῶς,r,----------,,,,,,0
61697,μ00467,μαμμῷος,a,aps---mn1-,μαμμῷος μαμμῷα μαμμῷον,,,,,0
61698,μ00469,μαμωνᾶς,n,n-s---mn1-,μαμωνᾶ,,,/ma.moˈnas/,,0
61699,μ00470,μάν,n,----------,,,,,,0
61700,μ00471,μανάκιν,n,----------,,,,,,0
61701,μ00472,μανάκις,r,----------,,,,,,0
61702,μ00473,μανάσιος,n,n-s---mn2-,μανασίου,,,,,0
61703,μ00474,μανδάκης,n,n-s---mn1e,μανδάκου,,,,,0
61704,μ00475,μάνδαλος,n,n-s---mn2-,μανδάλου,,,,,0
61707,μ00478,μανδραγόρας,n,n-s---mn1a,μανδραγόρου,,,,,0
61709,μ00480,μανδραγορικός,a,aps---mn1-,μανδραγορικός μανδραγορική μανδραγορικόν,,,,,0
61710,μ00481,μανδραγορίτης,n,----------,,,,,,0
61711,μ00482,μάνδρευμα,n,n-s---nn3t,μανδρεύματος,,,,,0
61712,μ00483,μανδύα,n,----------,,,,,,0
61713,μ00484,μανδυοειδής,a,aps---cn5s,μανδυοειδής μανδυοειδής μανδυοειδές,,,,,0
61714,,Μανερῶς,n,n-s---mn3d,Μανερῶτος,,,,,0
61715,μ00485,μάνη,n,n-s---fn1e,μάνης,,,,,0
61716,μ00486,μάνης,n,n-s---mn1e,μάνου,,,,,0
61717,μ00487,μανθάνω,v,----------,,,,,,0
61718,μ00488,μανία,n,----------,,,,,,0
61719,μ00489,μανία,n,n-s---fn1l,μανίας,,,,,0
61720,μ00490,μανιάκης,n,n-s---mn1e,,,,,,0
61721,μ00492,μανιακός,a,aps---mn1-,μανιακός μανιακή μανιακόν,,,,,0
61722,μ00493,μάνιαξ,n,----------,,,,,,0
61723,μ00494,μανιάς,a,aps---an3d,μανιάς μανιάς μανιάς,,,,,0
61724,μ00495,μανιάω,v,----------,,,,,,0
61725,μ00496,μανίκια,n,n-p---nn2-,μανικίων,,,,,0
61726,μ00497,μανικός,a,aps---mn1-,μανικός μανική μανικόν,,,,,0
61727,μ00498,μανιόκηπος,a,aps---cn2-,μανιόκηπος μανιόκηπος μανιόκηπον,,,,,0
61728,μ00499,μανίον,n,n-s---nn2-,μανίου,,,,,0
61729,μ00500,μανιοποιέω,v,----------,,,,,,0
61730,μ00501,μανιοποιός,a,aps---cn2-,μανιοποιός μανιοποιός μανιοποιόν,,,,,0
61731,μ00502,μανιουργέω,v,----------,,,,,,0
61732,μ00503,μανιώδης,a,aps---cn3s,μανιώδης μανιώδης μανιώ͂δες,,,,,0
61733,μ00504,μάννα,n,----------,,,,,,0
61734,μ00505,μαννάριον,n,n-s---nn2-,μανναρίου,,,,,0
61735,μ00506,μάννινον,n,n-s---nn2-,μαννίνου,,,,,0
61736,μ00507,μάννος,n,n-s---fn2-,μάννου,,,,,0
61738,μ00509,μαννώδης,a,aps---cn3s,μαννώδης μαννώδης μαννώ͂δες,,,,,0
61739,μ00510,μανός,a,aps---mn1-,μανός μανή μανόν,,,,,0
61740,μ00511,μανοσπορέω,v,----------,,,,,,0
61741,μ00512,μανόσπορος,a,aps---cn2-,μανόσπορος μανόσπορος μανόσπορον,,,,,0
61742,μ00513,μανόστημος,a,aps---cn2-,μανόστημος μανόστημος μανόστημον,,,,,0
61743,μ00514,μανότης,n,n-s---fn3t,μανότητος,,,,,0
61744,μ00515,μανόφυλλος,a,aps---cn2-,μανόφυλλος μανόφυλλος μανόφυλλον,,,,,0
61745,μ00516,μανόχροος,a,aps---cn2-,μανόχροος μανόχροος μανόχροον,,,,,0
61746,μ00517,μανόω,v,----------,,,,,,0
61747,μ00518,μαντεία,n,n-s---fn1l,μαντείας,,,/man.těː.aː/,,0
61748,μ00519,μαντεῖον,n,n-s---nn2-,μαντείου,,,,,0
61749,μ00520,μαντεῖος,a,aps---mn1-,μαντεῖος μαντεῖα μαντεῖον,,,,,0
61750,μ00521,μάντευμα,n,n-s---nn3t,μαντεύματος,,,,,0
61751,μ00522,μαντεύομαι,v,----------,,,,/man.teú̯.o.mai̯/,,0
61752,μ00523,μαντευτέον,a,----------,,,,,,0
61753,μ00524,μαντευτής,n,n-s---mn1e,μαντευτού,,,,,0
61755,μ00526,μαντευτός,a,aps---mn1-,μαντευτός μαντευτή μαντευτόν,,,,,0
61756,μ00527,μαντεύτρια,n,n-s---fn1s,μαντεύτριας,,,,,0
61757,μ00528,μαντηί̈η,n,----------,,,,,,0
61758,μ00529,μαντιάρχης,n,n-s---mn1e,μαντιάρχου,,,,,0
61760,μ00531,μαντίλη,n,n-s---fn1e,μαντίλης,,,,,0
61761,μ00532,μαντίον,n,----------,,,,,,0
61762,μ00533,μαντιπολέω,v,----------,,,,,,0
61763,μ00534,μαντιπόλος,a,aps---cn2-,μαντιπόλος μαντιπόλος μαντιπόλον,,,,,0
61764,μ00535,μάντις,n,n-s---mn3v,μάντεως,,,/mán.tis/,,0
61765,μ00536,μαντιχώρας,n,n-s---mn1a,μαντιχώρου,,,,,0
61766,μ00537,μάντοι,n,----------,,,,,,0
61767,μ00539,μαντοσύνη,n,n-s---fn1e,μαντοσύνης,,,,,0
61769,μ00538,μαντῷος,a,aps---mn1-,μαντῷος μαντῷα μαντῷον,,,,,0
61770,μ00541,μανύω,v,----------,,,,,,0
61771,μ00542,μανώδης,a,aps---cn3s,μανώδης μανώδης μανώ͂δες,,,,,0
61772,μ00543,μάνωσις,n,n-s---fn3v,μανωσέως,,,,,0
61773,μ00544,μανωτικός,a,aps---mn1-,μανωτικός μανωτική μανωτικόν,,,,,0
61774,μ00545,μάξεινος,n,n-s---mn2-,μαξείνου,,,,,0
61775,μ00546,μάομαι,v,----------,,,,,,0
61776,μ00548,μαππάριος,n,n-s---mn2-,μαππαρίου,,,,,0
61777,μ00549,μαππίον,n,n-s---nn2-,μαππίου,,,,,0
61778,,Μάρ,n,----------,,,,,,0
61779,μ00550,μάραγδος,n,n-s---fn2-,μαράγδου,,,/má.raɡ.dos/,,0
61780,μ00551,μάραγνα,n,n-s---fn1s,μάραγνας,,,,,0
61781,μ00552,μαραθίς,n,n-s---fn3d,μαραθίδος,,,,,0
61782,μ00553,μαραθίτης,n,n-s---mn1e,μαραθίτου,,,,,0
61783,μ00554,μαραθοειδής,a,aps---cn5s,μαραθοειδής μαραθοειδής μαραθοειδές,,,,,0
61784,μ00555,μάραθον,n,n-s---nn2-,μαράθου,,,/má.ra.tʰon/,,0
61785,μ00556,μάραθρον,n,n-s---nn2-,μαράθρου,,,,,0
61786,,Μαραθών,n,,,,,/ma.ra.tʰɔ̌ːn/,,0
61787,,Μαραθωνομάχης,a,----------,,,,,,0
61788,μ00557,μαραίνω,v,v1spia--1-,,,,,,0
61789,μ00624,μαρὰν,n,----------,,,,,,0
61790,μ00558,μάρανσις,n,----------,,,,,,0
61791,μ00559,μαραντικός,a,aps---mn1-,μαραντικός μαραντική μαραντικόν,,,,,0
61792,,Μαράξας,n,----------,,,,,,0
61793,μ00560,μάραον,n,n-s---nn2-,μαράου,,,,,0
61794,μ00561,μαρασμός,n,----------,,,,,,0
61796,μ00563,μαράσσω,v,----------,,,,,,0
61797,μ00564,μαραυγέω,v,----------,,,,,,0
61798,μ00565,μαραυγία,n,n-s---fn1l,μαραυγίας,,,,,0
61799,μ00566,μαργαίνω,v,----------,,,,,,0
61800,μ00567,μαργαρίδης,n,n-s---mn1e,μαργαρίδου,,,,,0
61801,μ00568,μαργαρίς,n,n-s---fn3d,μαργαρίδος,,,,,0
61802,μ00569,μαργαριτάριον,n,n-s---nn2-,μαργαριταρίου,,,,,0
61803,μ00570,μαργαρίτης,n,n-s---mn1e,μαργαρίτου,,,/mar.ɡa.rǐː.tɛːs/,,0
61804,μ00571,μαργαρογονία,n,n-s---fn1l,μαργαρογονίας,,,,,0
61805,μ00572,μάργαρον,n,n-s---nn2-,μαργάρου,,,,,0
61806,μ00573,μάργαρος,n,n-s---cn2-,μαργάρου,,,,,0
61807,μ00574,μαργάς,n,----------,,,,,,0
61808,μ00575,μαργάω,v,----------,,,,,,0
61809,μ00576,μαργήεις,a,aps---mn4i,μαργήεις μαργήεσσα μαργήεν,,,,,0
61810,μ00577,μάργηλις,n,----------,,,,,,0
61811,μ00578,μάργης,n,----------,,,,,,0
61812,,Μαργιτεία,n,n-s---fn1l,Μαργιτείας,,,,,0
61813,,Μαργίτης,n,n-s---mn1e,Μαργίτου,,,,,0
61814,,Μαργιτομανής,a,----------,,,,,,0
61818,μ00582,μαργότης,n,n-s---fn3t,μαργότητος,,,,,0
61819,μ00583,μάρδος,n,n-s---mn2-,μάρδου,,,,,0
61820,,Μάρεια,n,n-s---fn1l,Μαρείας,,,/má.reː.a/,,0
61821,,Μαρεῶτις,n,----------,,,,,,0
61822,,Μαρεώτης,n,----------,,,,,,0
61823,μ00584,μάρη,n,n-s---fn1e,μάρης,,,/má.rɛː/,,0
61824,,Μαριανδυνία,a,----------,,,,,,0
61825,,Μαριανδυνίζω,v,----------,,,,,,0
61826,μ00585,μαριεύς,n,n-s---mn3v,μαριέως,,,,,0
61827,μ00586,μαρικᾶς,n,----------,,,,,,0
61828,μ00587,μαριλευτής,n,n-s---mn1e,μαριλευτού,,,,,0
61829,μ00588,μαρίλη,n,n-s---fn1e,μαρίλης,,,,,0
61830,μ00589,μαρίλιον,n,n-s---nn2-,μαριλίου,,,,,0
61831,μ00590,μαριλοκαύτης,n,n-s---mn1e,μαριλοκαύτου,,,,,0
61832,μ00591,μαριλοπότης,n,n-s---mn1e,μαριλοπότου,,,,,0
61833,μ00626,μαρῖνος,n,n-s---mn2-,μαρίνου,,,,,0
61834,μ00592,μάρις,n,n-s---mn3c,μάρεως,,,,,0
61835,μ00593,μαρίσκος,n,n-s---mn2-,μαρίσκου,,,,,0
61836,μ00594,μαρίω,v,----------,,,,,,0
61838,μ00596,μαρμαράριος,n,n-s---mn2-,μαρμαραρίου,,,,,0
61839,μ00597,μαρμάρειος,a,aps---mn1-,μαρμάρειος μαρμάρεια μαρμάρειον,,,,,0
61840,μ00598,μαρμάρεος,a,aps---mn1-,μαρμάρεος μαρμάρεα μαρμάρεον,,,/mar.má.re.os/,,0
61841,μ00599,μαρμαρεργατέω,v,----------,,,,,,0
61842,μ00600,μαρμαρίζω,v,----------,,,,,,0
61843,μ00601,μαρμαρικός,a,aps---mn1-,μαρμαρικός μαρμαρική μαρμαρικόν,,,,,0
61844,μ00602,μαρμάρινος,a,aps---mn1-,μαρμάρινος μαρμαρίνη μαρμάρινον,,,,,0
61845,μ00615,μαρμαρῖτις,n,n-s---fn3d,μαρμαρίτιδος,,,,,0
61846,μ00603,μαρμαρογλύπτης,n,n-s---mn1e,μαρμαρογλύπτου,,,,,0
61847,μ00604,μαρμαρογλυφία,n,n-s---fn1l,μαρμαρογλυφίας,,,,,0
61848,μ00605,μαρμαρόεις,a,aps---mn4i,μαρμαρόεις μαρμαρόεσσα μαρμαρόεν,,,,,0
61849,μ00606,μαρμαροκονία,n,n-s---fn1l,μαρμαροκονίας,,,,,0
61850,μ00607,μάρμαρον,n,n-s---nn2-,μαρμάρου,,,,,0
61852,μ00609,μαρμαρόπτερος,a,aps---cn2-,μαρμαρόπτερος μαρμαρόπτερος μαρμαρόπτερον,,,,,0
61853,μ00610,μάρμαρος,n,n-s---mn2-,μαρμάρου,,,/már.ma.ros/,,0
61854,μ00611,μαρμαρουργός,n,----------,,,,,,0
61855,μ00612,μαρμαροφεγγής,a,aps---cn5s,μαρμαροφεγγής μαρμαροφεγγής μαρμαροφεγγές,,,,,0
61856,μ00613,μαρμαρόω,v,----------,,,,,,0
61857,μ00616,μαρμαρυγή,n,n-s---fn1e,μαρμαρυγῆς,,,,,0
61858,μ00617,μαρμάρυγμα,n,n-s---nn3t,μαρμαρύγματος,,,,,0
61859,μ00618,μαρμαρυγώδης,a,aps---cn3s,μαρμαρυγώδης μαρμαρυγώδης μαρμαρυγώ͂δες,,,,,0
61860,μ00619,μαρμαρύσσω,v,----------,,,,,,0
61861,μ00620,μαρμαρώδης,a,aps---cn3s,μαρμαρώδης μαρμαρώδης μαρμαρώ͂δες,,,,,0
61862,μ00614,μαρμαρῶπις,n,n-s---fn3d,μαρμαρώπιδος,,,,,0
61863,μ00621,μαρμαρωπός,a,aps---cn2-,μαρμαρωπός μαρμαρωπός μαρμαρωπόν,,,,,0
61864,μ00622,μαρμάρωσις,n,n-s---fn3v,μαρμαρωσέως,,,,,0
61865,μ00623,μαρμαρωσσός,a,aps---mn1-,μαρμαρωσσός μαρμαρωσσή μαρμαρωσσόν,,,,,0
61866,μ00625,μάρναμαι,v,----------,,,,/már.na.mai̯/,,0
61867,,Μάρνας,n,----------,,,,,,0
61869,μ00627,μαρούλιον,n,n-s---mn1-,μαρουλίου,,,,,0
61870,μ00628,μάρπτις,n,----------,,,,,,0
61871,μ00629,μάρπτω,v,----------,,,,,,0
61872,μ00630,μάρρον,n,n-s---nn2-,μάρρου,,,,,0
61873,μ00631,μάρσιππος,n,n-s---mn2-,,,,,,0
61874,,Μάρτιος,n,n-s---mn2-,Μαρτίου,,,/mǎːr.ti.os/,,0
61875,μ00632,μαρτιχόρας,n,----------,,,,,,0
61876,μ00633,μάρτυρ,n,n-s---mn3r,,,,/már.tyr/,,0
61877,μ00634,μαρτυρέω,v,----------,,,,/mar.ty.ré.ɔː/,,0
61879,μ00636,μαρτύρησις,n,n-s---fn3v,μαρτυρησέως,,,,,0
61880,μ00637,μαρτυρητέον,a,----------,,,,,,0
61882,μ00639,μαρτυρία,n,n-s---fn1l,μαρτυρίας,,,/mar.ty.rí.aː/,,0
61883,μ00640,μαρτύριον,n,n-s---nn2-,μαρτυρίου,,,/mar.tý.ri.on/,,0
61884,μ00641,μαρτυρογράφιον,n,n-s---nn2-,μαρτυρογραφίου,,,,,0
61885,μ00642,μαρτύρομαι,v,----------,,,,,,0
61886,μ00643,μαρτυροποιέω,v,----------,,,,,,0
61887,μ00644,μαρτυροποίημα,n,n-s---nn3t,μαρτυροποιήματος,,,,,0
61888,μ00645,μαρτυροποίησις,n,n-s---fn3v,μαρτυροποιησέως,,,,,0
61889,μ00646,μαρτυροποιί̈α,n,n-s---fn1l,μαρτυροποιί̈ας,,,,,0
61890,μ00647,μάρτυρος,n,n-s---an--,μαρτύρου,,,,,0
61891,μ00648,μάρτυς,n,n-s---mn3r,μάρτυρος,,,/már.tys/,,0
61892,μ00649,μαρυκάομαι,v,----------,,,,,,0
61893,,Μάρων,n,----------,,,,/má.rɔːn/,,0
61894,μ00650,μαρώνη,n,----------,,,,,,0
61895,μ00651,μασάομαι,v,----------,,,,/ma.sá.o.mai̯/,,0
61896,μ00652,μάσασθαι,n,----------,,,,,,0
