id,type,source,target
96388,\,107657,107655
96389,\,107658,107655
96390,\,108102,108118
96391,\,7259,108235
96392,\,13511,108235
96393,\,17043,108235
96394,\,24703,108235
96395,\,31408,108235
96396,\,32777,108235
96397,\,39417,108235
96398,\,52923,108235
96399,\,75412,108235
96400,\,75711,108235
96401,\,78823,108235
96402,\,86906,108235
96403,\,86540,108235
96404,\,94818,108235
96405,\,105141,108235
96406,\,108218,108235
96407,\,108374,108365
96408,\,105630,105628
96409,\,103705,103702
96410,\,105630,105780
96411,\,105631,105780
96412,\,31315,105825
96413,\,52844,105825
96414,\,86838,105825
96415,\,94520,105825
96416,\,105825,105825
96417,\,105826,105825
96418,\,105828,105825
96419,\,105829,105825
96420,\,105830,105825
96421,\,105831,105825
96422,\,105832,105825
96423,\,105833,105825
96424,\,105834,105825
96425,\,105835,105825
96426,\,105836,105825
96427,\,105837,105825
96428,\,105838,105825
96429,\,105839,105825
96430,\,105872,105874
96431,\,105873,105874
96432,\,106056,106061
96433,\,106059,106061
96434,\,106064,106061
96435,\,106166,106167
96436,\,13449,106208
96437,\,31336,106208
96438,\,52861,106208
96439,\,63753,106208
96440,\,75360,106208
96441,\,86501,106208
96442,\,94747,106208
96443,\,105958,106208
96444,\,105957,106208
96445,\,106262,106264
96446,\,106273,106276
96447,\,106224,106211
96448,\,106232,106211
96449,\,106212,106211
96450,\,106215,106211
96451,\,24649,106288
96452,\,106288,106288
96453,\,106292,106288
96454,\,106305,106304
96455,\,106306,106304
96456,\,106312,106304
96457,\,106313,106304
96458,\,106314,106304
96459,\,106305,106564
96460,\,106306,106564
96461,\,106312,106564
96462,\,106313,106564
96463,\,106314,106564
96464,\,17368,107026
96465,\,43126,107201
96466,\,107199,107201
96467,\,107200,107201
96468,\,107202,107201
96469,\,107203,107201
96470,\,107204,107201
96471,\,107205,107201
96472,\,39369,107304
96473,\,107242,107304
96474,\,107243,107304
96475,\,107244,107304
96476,\,107245,107304
96477,\,107246,107304
96478,\,107247,107304
96479,\,107248,107304
96480,\,107249,107304
96481,\,107250,107304
96482,\,107251,107304
96483,\,107252,107304
96484,\,107258,107304
96485,\,107259,107304
96486,\,107410,107409
96487,\,107411,107409
96488,\,107412,107409
96489,\,107413,107409
96490,\,107415,107409
96491,\,7229,107607
96492,\,8407,107607
96493,\,8964,107607
96494,\,10038,107607
96495,\,9724,107607
96496,\,13484,107607
96497,\,24666,107607
96498,\,34769,107607
96499,\,29766,107607
96500,\,31364,107607
96501,\,36088,107607
96502,\,39391,107607
96503,\,37525,107607
96504,\,52891,107607
96505,\,56207,107607
96506,\,62066,107607
96507,\,63756,107607
96508,\,67538,107607
96509,\,105629,105780
96510,\,78787,107607
96511,\,82785,107607
96512,\,83374,107607
96513,\,86879,107607
96514,\,83946,107607
96515,\,85183,107607
96516,\,86523,107607
96517,\,94774,107607
96518,\,95138,107607
96519,\,95736,107607
96520,\,95864,107607
96521,\,105124,107607
96522,\,107757,107750
96523,\,107819,107829
96524,\,107819,107878
96525,\,107926,107933
96526,\,107927,107933
96527,\,107934,107933
96528,\,107935,107933
96529,\,107958,107957
96530,\,107959,107957
96531,\,107961,107957
96532,\,107962,107957
96533,\,107901,107917
96534,\,107906,107917
96535,\,107914,107917
96536,\,107906,107994
96537,\,107914,107994
96538,\,108275,108284
96539,\,108326,108328
96540,\,108327,108328
96541,\,108329,108328
96542,\,108330,108328
96543,\,108331,108328
96544,\,108332,108328
96545,\,108333,108328
96546,\,108334,108328
96547,\,108335,108328
96548,\,108337,108328
96549,\,108357,108348
96550,\,108358,108348
96551,\,108460,108453
96552,\,108461,108453
96553,\,108457,108453
96554,\,108455,108453
96555,\,108850,108874
96556,\,108851,108874
96557,\,108855,108874
96558,\,108856,108874
96559,\,108860,108874
96560,\,111636,108874
96561,\,43179,108890
96562,\,108881,108890
96563,\,108887,108890
96564,\,17628,108890
96565,\,17626,108890
96566,\,43187,108890
96567,\,43181,108890
96568,\,108892,108890
96569,\,108947,108944
96570,\,109251,109261
96571,\,109316,109347
96572,\,112103,109347
96573,\,109318,109347
96574,\,109319,109347
96575,\,109320,109347
96576,\,109321,109347
96577,\,109322,109347
96578,\,109323,109347
96579,\,109324,109347
96580,\,109325,109347
96581,\,109326,109347
96582,\,109327,109347
96583,\,109328,109347
96584,\,109329,109347
96585,\,109330,109347
96586,\,109331,109347
96587,\,109334,109347
96588,\,109316,109517
96589,\,109317,109517
96590,\,109318,109517
96591,\,109319,109517
96592,\,109320,109517
96593,\,109321,109517
96594,\,109322,109517
96595,\,109323,109517
96596,\,109324,109517
96597,\,109325,109517
96598,\,109326,109517
96599,\,109327,109517
96600,\,109328,109517
96601,\,109329,109517
96602,\,109330,109517
96603,\,109331,109517
96604,\,109334,109517
96605,\,109526,109528
96606,\,17710,109857
96607,\,109952,109992
96608,\,109958,109992
96609,\,76544,107607
96610,\,110005,109992
96611,\,57570,108447
96612,\,108448,108447
96613,\,108449,108447
96614,\,108491,108490
96615,\,108492,108490
96616,\,108516,108522
96617,\,108517,108522
96618,\,108519,108522
96619,\,108520,108522
96620,\,108521,108522
96621,\,108523,108522
96622,\,108524,108522
96623,\,108526,108522
96624,\,108527,108522
96625,\,71301,108671
96626,\,72882,108671
96627,\,72884,108671
96628,\,81776,108671
96629,\,105158,108671
96630,\,108543,108671
96631,\,108545,108671
96632,\,108546,108671
96633,\,108547,108671
96634,\,108552,108671
96635,\,108572,108671
96636,\,108559,108671
96637,\,108575,108671
96638,\,108578,108671
96639,\,108579,108671
96640,\,108580,108671
96641,\,108581,108671
96642,\,108587,108671
96643,\,109123,109059
96644,\,109034,109055
96645,\,109235,109239
96646,\,109055,109025
96647,\,112153,109452
96648,\,109445,109452
96649,\,109449,109452
96650,\,108705,109568
96651,\,109572,109568
96652,\,108705,109581
96653,\,109572,109581
96654,\,109615,109621
96655,\,109616,109621
96656,\,109618,109621
96657,\,109619,109621
96658,\,109620,109621
96659,\,70391,109754
96660,\,109749,109754
96661,\,109750,109754
96662,\,109751,109754
96663,\,109752,109754
96664,\,109753,109754
96665,\,109762,109787
96666,\,109772,109787
96667,\,109773,109787
96668,\,109766,109787
96669,\,109786,109787
96670,\,8513,110222
96671,\,8663,110222
96672,\,17755,110222
96673,\,18063,110222
96674,\,26109,110222
96675,\,35020,110222
96676,\,28884,110222
96677,\,39867,110222
96678,\,41007,110222
96679,\,48728,110222
96680,\,63795,110222
96681,\,65416,110222
96682,\,69367,110222
96683,\,69834,110222
96684,\,70189,110222
96685,\,70396,110222
96686,\,77085,110222
96687,\,86964,110222
96688,\,8513,110535
96689,\,8663,110535
96690,\,17755,110535
96691,\,18063,110535
96692,\,26109,110535
96693,\,35020,110535
96694,\,28884,110535
96695,\,39867,110535
96696,\,41007,110535
96697,\,48728,110535
96698,\,63795,110535
96699,\,65416,110535
96700,\,69367,110535
96701,\,69834,110535
96702,\,70189,110535
96703,\,70396,110535
96704,\,77085,110535
96705,\,86964,110535
96706,\,110159,110173
96707,\,17758,110440
96708,\,31877,110440
96709,\,109993,109992
96710,\,48730,110440
96711,\,52994,110440
96712,\,52995,110440
96713,\,69837,110440
96714,\,72891,110440
96715,\,78868,110440
96716,\,78869,110440
96717,\,81815,110440
96718,\,105201,110440
96719,\,107141,110440
96720,\,110235,110440
96721,\,110096,110095
96722,\,110098,110095
96723,\,110097,110095
96724,\,110106,110095
96725,\,110109,110095
96726,\,110111,110095
96727,\,110107,110095
96728,\,110108,110095
96729,\,110096,110189
96730,\,110098,110189
96731,\,110097,110189
96732,\,110106,110189
96733,\,110109,110189
96734,\,110111,110189
96735,\,110107,110189
96736,\,110541,110557
96737,\,24763,110700
96738,\,24763,110699
96739,\,24763,110706
96740,\,110737,110736
96741,\,110780,110799
96742,\,110790,110799
96743,\,110809,110805
96744,\,110808,110805
96745,\,73281,111088
96746,\,111202,111195
96747,\,111203,111195
96748,\,111204,111195
96749,\,111205,111195
96750,\,111206,111195
96751,\,110732,110738
96752,\,110733,110738
96753,\,110734,110738
96754,\,110736,110738
96755,\,110739,110738
96756,\,110746,110754
96757,\,110747,110754
96758,\,110748,110754
96759,\,110749,110754
96760,\,110750,110754
96761,\,110751,110754
96762,\,110752,110754
96763,\,110755,110754
96764,\,110756,110754
96765,\,110757,110754
96766,\,110763,110764
96767,\,110765,110764
96768,\,110766,110764
96769,\,110767,110764
96770,\,110766,110767
96771,\,111088,111112
96772,\,10090,111112
96773,\,13603,111112
96774,\,24787,111112
96775,\,24792,111112
96776,\,32791,111112
96777,\,33799,111112
96778,\,39567,111112
96779,\,53030,111112
96780,\,63802,111112
96781,\,75478,111112
96782,\,82795,111112
96783,\,85491,111112
96784,\,86599,111112
96785,\,86990,111112
96786,\,93594,111112
96787,\,94840,111112
96788,\,96195,111112
96789,\,111088,111174
96790,\,10090,111174
96791,\,13603,111174
96792,\,24787,111174
96793,\,24792,111174
96794,\,32791,111174
96795,\,33799,111174
96796,\,39567,111174
96797,\,53030,111174
96798,\,63802,111174
96799,\,75478,111174
96800,\,82795,111174
96801,\,85491,111174
96802,\,86599,111174
96803,\,86990,111174
96804,\,93594,111174
96805,\,94840,111174
96806,\,96195,111174
96807,\,111308,111303
96808,\,81833,111110
96809,\,39525,110440
96810,\,111466,111467
96811,\,111805,111782
96812,\,111805,111773
96813,\,111497,111499
96814,\,19533,111892
96815,\,20918,111892
96816,\,57766,111892
96817,\,111753,111691
96818,\,111753,111690
96819,\,111774,111690
96820,\,111665,111670
96821,\,111895,111670
96822,\,58369,111461
96823,\,62967,111461
96824,\,88391,111461
96825,\,100232,111461
96826,\,110766,111461
96827,\,111457,111461
96828,/,2490,23329
96829,/,2490,35828
96830,/,2490,74420
96831,/,2490,82675
96832,/,2490,94947
96833,/,2490,96024
96834,/,2467,2462
96835,/,2467,2463
96836,/,2467,2465
96837,/,2467,2466
96838,/,2467,2468
96839,/,2467,2469
96840,/,2467,2470
96841,/,2467,2471
96842,/,2467,2472
96843,/,2467,2473
96844,/,2467,2474
96845,/,2467,2475
96846,/,2467,2477
96847,/,2388,2334
96848,/,2388,2340
96849,/,2388,2342
96850,/,2388,2358
96851,/,2388,2352
96852,/,2388,6136
96853,/,3721,3723
96854,/,3721,3722
96855,/,3721,48191
96856,/,4985,4968
96857,/,8110,14734
96858,/,8031,8027
96859,/,10105,10095
96860,/,14191,14490
96861,/,14191,14492
96862,/,14191,14494
96863,/,14191,14510
96864,/,14191,81534
96865,/,14191,88474
96866,/,16233,16234
96867,/,17847,7329
96868,/,17847,35023
96869,/,17847,43328
96870,/,17847,33178
96871,/,17847,49208
96872,/,17847,95447
96873,/,879,885
96874,/,879,887
96875,/,4951,110799
96876,/,4950,110799
96877,/,11423,11425
96878,/,11423,11424
96879,/,14083,14027
96880,/,14083,14026
96881,/,14083,14111
96882,/,14552,14566
96883,/,14739,10879
96884,/,14739,24221
96885,/,14739,34927
96886,/,14739,36250
96887,/,14739,52434
96888,/,14739,53146
96889,/,14739,63668
96890,/,14739,95368
96891,/,14739,102900
96892,/,14739,103101
96893,/,15791,15580
96894,/,15791,15648
96895,/,15791,15654
96896,/,15791,15672
96897,/,15791,15799
96898,/,15791,15816
96899,/,1876,1877
96900,/,18291,18333
96901,/,18291,18356
96902,/,18291,18381
96903,/,18291,18400
96904,/,18583,50
96905,/,18583,11555
96906,/,18583,18584
96907,/,18583,18585
96908,/,18583,18587
96909,\,111465,111467
96910,/,18583,18590
96911,/,18583,18591
96912,/,18583,18592
96913,/,18583,73418
96914,/,18583,100916
96915,/,18583,18578
96916,/,18583,18576
96917,/,111906,19512
96918,/,111908,19043
96919,/,111908,19047
96920,/,20574,20581
96921,/,20574,20580
96922,/,20574,99946
96923,/,20598,20581
96924,/,20598,20587
96925,/,20598,20866
96926,/,20949,20975
96927,/,21699,21698
96928,/,26380,22794
96929,/,26380,26391
96930,/,27428,6020
96931,/,27428,9368
96932,/,27428,11096
96933,/,27428,11843
96934,/,27428,23217
96935,/,27428,37477
96936,/,27428,74322
96937,/,27428,93487
96938,/,27428,102686
96939,/,27428,103977
96940,/,21928,21924
96941,/,21928,21926
96942,/,21928,21932
96943,/,21928,21965
96944,/,22527,112115
96945,/,26699,9308
96946,/,28108,28115
96947,/,111945,111920
96948,/,111945,111929
96949,/,40839,40857
96950,/,31749,31703
96951,/,39748,43527
96952,/,40862,41055
96953,/,41055,99632
96954,/,44292,17273
96955,/,44292,9044
96956,/,44292,9284
96957,/,44292,9908
96958,/,44292,105428
96959,/,44292,103935
96960,/,45544,46642
96961,/,46069,111957
96962,/,45589,45920
96963,/,45832,45831
96964,/,45931,45932
96965,/,48731,48660
96966,/,48731,111110
96967,/,48731,111112
96968,/,48966,112174
96969,/,112175,47544
96970,/,49050,47283
96971,/,48426,48927
96972,/,50435,50434
96973,/,50435,50446
96974,/,50435,50469
96975,/,53662,6208
96976,/,53957,111968
96977,/,56098,56078
96978,/,57672,37808
96979,/,57672,57674
96980,/,57672,57670
96981,/,50434,50435
96982,/,50434,50446
96983,/,50434,50469
96984,/,53271,361
96985,/,56124,56116
96986,/,56124,56115
96987,/,56124,56117
96988,/,56124,56126
96989,/,56124,56118
96990,/,56124,56120
96991,/,56124,56121
96992,/,56124,56122
96993,/,56124,56123
96994,/,56124,56127
96995,/,56124,56128
96996,/,56124,56129
96997,/,57168,6332
96998,/,57168,8895
96999,/,57168,23525
97000,/,57168,37112
97001,/,57168,37770
97002,/,57168,51663
97003,/,57168,103062
97004,/,57168,103279
97005,/,57168,104236
97006,/,59329,111978
97007,/,59383,59382
97008,/,60436,3354
97009,/,18583,18589
97010,/,60436,12361
97011,/,60436,15182
97012,/,60436,30569
97013,/,60436,31992
97014,/,60436,37932
97015,/,60436,37935
97016,/,60436,37934
97017,/,60436,42118
97018,/,60436,51779
97019,/,60436,60351
97020,/,60436,60354
97021,/,60436,60358
97022,/,60436,60359
97023,/,60436,60360
97024,/,60436,60362
97025,/,60436,60363
97026,/,60436,60369
97027,/,60436,60368
97028,/,60436,60373
97029,/,60436,60374
97030,/,60436,60376
97031,/,60436,60377
97032,/,60436,60378
97033,/,60436,60379
97034,/,60436,60380
97035,/,60436,60381
97036,/,60436,60383
97037,/,60436,60384
97038,/,60436,60385
97039,/,60436,60386
97040,/,60436,60389
97041,/,60436,60390
97042,/,60436,60457
97043,/,60436,60471
97044,/,60436,66369
97045,/,60436,70791
97046,/,60436,70792
97047,/,60436,77972
97048,/,60436,84144
97049,/,60436,85408
97050,/,60436,85909
97051,/,60436,94059
97052,/,60436,104318
97053,/,60436,104319
97054,/,60960,5497
97055,/,60960,60916
97056,/,60960,60919
97057,/,60960,60925
97058,/,60960,60931
97059,/,60960,60932
97060,/,60960,60934
97061,/,60960,60944
97062,/,60960,60945
97063,/,60960,60954
97064,/,60960,60969
97065,/,60960,60975
97066,/,60960,61147
97067,/,60960,61075
97068,/,61075,4411
97069,/,61075,4412
97070,/,61075,4413
97071,/,61075,30601
97072,/,61075,61076
97073,/,61075,61077
97074,/,61075,61078
97075,/,61075,61079
97076,/,61075,61080
97077,/,61075,61081
97078,/,61075,61082
97079,/,61075,61083
97080,/,61075,61084
97081,/,61075,61085
97082,/,61075,61086
97083,/,61075,61087
97084,/,61075,61088
97085,/,61075,61089
97086,/,61075,61090
97087,/,61075,61091
97088,/,61075,61092
97089,/,61075,61093
97090,/,61075,85920
97091,/,61075,94079
97092,/,61075,104345
97093,/,61075,60960
97094,/,59897,59759
97095,/,59897,59895
97096,/,59897,94055
97097,/,59897,110951
97098,/,61920,61919
97099,/,61920,61957
97100,/,63045,16848
97101,/,65087,65079
97102,/,65146,65144
97103,/,65146,65149
97104,/,65146,65145
97105,/,65146,65148
97106,/,65728,65689
97107,/,65728,65699
97108,/,65728,65732
97109,/,60436,3960
97110,/,68899,68790
97111,/,68899,68792
97112,/,68899,68794
97113,/,68899,68799
97114,/,68899,68813
97115,/,68899,68817
97116,/,68899,68818
97117,/,68899,68832
97118,/,68899,68837
97119,/,68899,68839
97120,/,68899,68841
97121,/,68899,68843
97122,/,68899,68879
97123,/,68899,68883
97124,/,68899,68887
97125,/,68899,68901
97126,/,72431,72408
97127,/,72431,72407
97128,/,72431,72413
97129,/,72431,72412
97130,/,72430,72408
97131,/,72430,72407
97132,/,72430,72413
97133,/,72430,72412
97134,/,72429,72408
97135,/,72429,72407
97136,/,72429,72412
97137,/,72428,72408
97138,/,72428,72407
97139,/,72428,72413
97140,/,72428,72412
97141,/,79268,79278
97142,/,82140,22715
97143,/,82140,22702
97144,/,82140,82297
97145,/,82139,22715
97146,/,82139,22702
97147,/,82139,82297
97148,/,82297,22715
97149,/,82297,22702
97150,/,82297,82140
97151,/,82297,82139
97152,/,73999,112029
97153,/,80243,80223
97154,/,80243,80227
97155,/,80243,80230
97156,/,80243,80231
97157,/,80243,80247
97158,/,80242,80223
97159,/,80242,80226
97160,/,80242,80227
97161,/,80242,80230
97162,/,80242,80231
97163,/,80242,80247
97164,/,81877,76471
97165,/,112054,112055
97166,/,112054,87467
97167,/,112054,112056
97168,/,112054,87454
97169,/,87452,6834
97170,/,87452,9820
97171,/,87452,12804
97172,/,87452,38545
97173,/,87452,52306
97174,/,87452,63639
97175,/,87452,75012
97176,/,87452,78332
97177,/,87452,94721
97178,/,87452,104628
97179,/,87719,87717
97180,/,87718,87717
97181,/,79257,6693
97182,/,79257,6694
97183,/,79257,6695
97184,/,79257,6696
97185,/,79257,11368
97186,/,79257,11362
97187,/,79257,11381
97188,/,79257,11379
97189,/,79257,79258
97190,/,79257,79260
97191,/,79257,79262
97192,/,79257,79263
97193,/,79257,79293
97194,/,79257,64913
97195,/,87717,87719
97196,/,87717,87718
97197,/,88142,80579
97198,/,88142,88179
97199,/,88141,80579
97200,/,88141,88179
97201,/,88612,88617
97202,/,88612,88622
97203,/,88668,6897
97204,/,88668,9835
97205,/,88668,88608
97206,/,88668,88613
97207,/,88668,88615
97208,/,88668,88637
97209,/,68824,11966
97210,/,88358,88360
97211,/,88358,88351
97212,/,89738,42823
97213,/,89738,89739
97214,/,91229,91232
97215,/,91229,91234
97216,/,91229,91237
97217,/,91588,15460
97218,/,91588,91590
97219,/,91588,91591
97220,/,91588,91599
97221,/,91588,91601
97222,/,91588,91610
97223,/,91601,2829
97224,/,91601,15460
97225,/,91601,52559
97226,/,91601,75122
97227,/,91601,89804
97228,/,91601,91588
97229,/,91601,91589
97230,/,91601,91590
97231,/,91601,91591
97232,/,91601,91592
97233,/,91601,91593
97234,/,91601,91594
97235,/,91601,91595
97236,/,91601,91597
97237,/,91601,91598
97238,/,91601,91599
97239,/,91601,91600
97240,/,91601,91602
97241,/,91601,91603
97242,/,91601,91610
97243,/,91601,107026
97244,/,91601,107030
97245,/,92937,92928
97246,/,92068,92082
97247,/,92068,148
97248,/,92068,2261
97249,/,92068,2309
97250,/,92068,13059
97251,/,92068,13069
97252,/,92068,15549
97253,/,92068,19283
97254,/,92068,38821
97255,/,92068,38822
97256,/,92068,38837
97257,/,92068,52592
97258,/,92068,52600
97259,/,92068,62848
97260,/,92068,66032
97261,/,92068,66758
97262,/,92068,70016
97263,/,92068,79166
97264,/,92068,73156
97265,/,92068,75738
97266,/,92068,81592
97267,/,92068,88748
97268,/,92068,92056
97269,/,92068,92057
97270,/,92068,92058
97271,/,92068,92061
97272,/,92068,92064
97273,/,92068,92065
97274,/,92068,92066
97275,/,92068,92067
97276,/,92068,92163
97277,/,92068,92164
97278,/,92068,111389
97279,/,93105,92944
97280,/,93105,93041
97281,/,93251,93240
97282,/,93251,93241
97283,/,93251,93244
97284,/,93251,93245
97285,/,93251,93246
97286,/,98450,45528
97287,/,98450,98440
97288,/,98450,98439
97289,/,98691,99453
97290,/,99476,99453
97291,/,101224,101217
97292,/,101224,100402
97293,/,102000,102109
97294,/,102109,102000
97295,/,105972,106023
97296,/,105825,17161
97297,/,105825,17162
97298,/,105825,17163
97299,/,105825,43105
97300,/,105825,43106
97301,/,105825,105689
97302,/,107026,91588
97303,/,107026,91601
97304,/,107026,107030
97305,/,107026,112096
97306,/,107026,107003
97307,/,110535,110522
97308,/,110799,4950
97309,/,88829,88766
97310,/,111112,111082
97311,/,111112,111110
97312,/,111110,48731
97313,/,111110,111082
97314,/,111110,111085
97315,/,111110,111086
97316,/,111110,111088
97317,/,111110,111112
97318,!,12392,53269
97319,!,18400,70856
97320,!,19831,45920
97321,!,19831,1749
97322,!,23319,96426
97323,!,23319,24367
97324,!,27415,41802
97325,!,41618,49654
97326,!,42815,15266
97327,!,49654,41618
97328,!,49679,41802
97329,!,49891,43163
97330,!,52512,6972
97331,!,52512,47473
97332,!,70856,18400
97333,!,72901,43084
97334,!,80243,76936
97335,!,80242,76936
97336,!,79444,79028
97337,!,91195,105846
97338,!,97914,61719
97339,\,112244,346
97340,/,111088,111110
97341,\,112202,112137
97342,\,7192,112217
97343,\,18767,112219
97344,\,18774,112219
97345,\,19371,112226
97346,\,112226,19483
97347,\,20860,112230
97348,\,20861,112230
97349,\,20863,112230
97350,\,20865,112230
97351,\,21103,112234
97352,/,112236,112237
97353,/,112237,112236
97354,\,112239,111932
97355,\,112238,111945
97356,\,29353,112243
97357,\,112155,112249
97358,\,40628,112250
97359,\,44066,112256
97360,\,44067,112256
97361,\,44068,112256
97362,\,44069,112256
97363,\,44070,112256
97364,\,44071,112256
97365,\,44072,112256
97366,\,112260,45249
97367,\,112259,44448
97368,\,46893,112261
97369,\,46894,112261
97370,/,45589,112263
97371,\,1789,112263
97372,\,1790,112263
97373,\,9332,112263
97374,\,11888,112263
97375,\,30209,112263
97376,\,33647,112263
97377,\,33646,112263
97378,\,44265,112263
97379,\,44760,112263
97380,\,43757,112263
97381,\,45589,112263
97382,\,45775,112263
97383,\,112356,46613
97384,/,46619,112356
97385,/,46721,112356
97386,\,48069,112272
97387,\,112281,50218
97388,/,112274,112284
97389,\,54400,112277
97390,\,54409,112277
97391,\,89432,112277
97392,/,112284,112274
97393,\,112293,55179
97394,/,58747,112302
97395,\,112207,60858
97396,/,112302,58698
97397,/,112302,58747
97398,\,60925,112309
97399,/,112316,112317
97400,/,112317,112316
97401,/,112324,69344
97402,/,112330,73519
97403,\,75942,112331
97404,\,112340,78963
97405,\,79031,112332
97406,\,76356,112335
97407,\,112336,76745
97408,\,76744,112336
97409,/,112340,78968
97410,/,112340,78973
97411,/,112353,112354
97412,/,112353,89033
97413,/,112354,112353
97414,\,90126,112361
97415,\,90129,112362
97416,\,90130,112362
97417,\,90131,112362
97418,\,90132,112362
97419,\,91268,112364
97420,\,91270,112364
97421,\,91271,112364
97422,\,91272,112364
97423,\,91273,112364
97424,\,91274,112364
97425,\,91275,112364
97426,\,91711,112366
97427,\,92806,112369
97428,\,112288,92813
97429,/,112371,94814
97430,/,112371,94816
97431,/,112371,108168
97432,/,112371,108175
97433,/,112371,108177
97434,\,112376,99453
97435,/,112376,99474
97436,/,112376,99476
97437,/,112376,99453
97438,/,99476,112376
97439,\,112379,101496
97440,/,112379,101180
97441,/,112380,101804
97442,\,112389,107829
97443,\,107797,112389
97444,/,112390,112391
97445,/,112391,112390
97446,/,112395,109158
97447,/,112395,109160
97448,/,111112,112397
97449,/,111110,112397
99126,!,15269,42819
99127,!,43253,27966
99128,!,61605,50890
99129,!,110910,3804
99130,/,83302,26520
99131,/,104029,46180
99132,/,23528,57178
99133,/,24082,82379
99134,/,97278,92197
99135,/,96783,97998
99136,/,70849,111538
99137,/,26520,83302
99138,/,43645,43630
99139,/,46180,85609
99140,/,57178,23528
99141,/,61102,61099
99142,/,70302,70182
99143,/,82379,32611
99144,/,98309,39117
99145,/,106206,106276
99146,!,19675,61518
99147,\,2413,2431
99148,\,2433,2431
99149,\,94933,2452
99150,\,35820,2460
99151,\,2339,2444
99152,\,23315,2493
99153,\,16497,16586
99154,\,16497,16848
99155,\,218,218
99156,\,3799,3804
99157,\,4046,4163
99158,\,8350,8352
99159,\,14006,14027
99160,\,14112,14005
99161,\,17732,17729
99162,\,11509,11505
99163,\,11511,11505
99164,\,4063,4189
99165,\,12831,13425
99166,\,14643,14734
99167,\,17777,467
99168,\,64642,18262
99169,\,18877,18876
99170,\,18879,18876
99171,\,20298,20297
99172,\,26283,26281
99173,\,6006,26520
99174,\,43256,43253
99175,\,43117,43155
99176,\,53199,40678
99177,\,43438,43445
99178,\,35269,35268
99179,\,36648,40825
99180,\,45683,45687
99181,\,46264,46288
99182,\,112171,48999
99183,\,48944,48999
99184,\,47590,47648
99185,\,55779,55893
99186,\,49597,49797
99187,\,49662,49624
99188,\,63435,50282
99189,\,77823,54040
99190,\,93635,54040
99191,\,84005,54948
99192,\,54983,54948
99193,\,72847,54948
99194,\,57813,57820
99195,\,58227,58219
99196,\,58498,58512
99197,\,58508,58512
99198,\,12323,59294
99199,\,60364,60379
99200,\,60520,60519
99201,\,61994,62005
99202,\,62014,62005
99203,\,62016,62005
99204,\,59627,62706
99205,\,111995,61518
99206,\,61721,61739
99207,\,66423,66601
99208,\,68804,68799
99209,\,68948,68951
99210,\,68950,68951
99211,\,25586,69819
99212,\,76489,76508
99213,\,80511,80543
99214,\,81283,81285
99215,\,82407,82406
99216,\,82468,82406
99217,\,88255,88256
99218,\,15907,95490
99219,\,89895,89898
99220,\,91008,90990
99221,\,842,91608
99222,\,66270,91608
99223,\,68783,91608
99224,\,104769,91608
99225,\,92304,92300
99226,\,97528,97530
99227,\,65370,97703
99228,\,100346,100357
99229,\,368,101246
99230,\,105235,104927
99231,\,106677,106678
99232,\,101088,108498
99233,\,28856,109711
99234,\,72889,110210
99235,\,111179,111172
99236,\,111181,111172
99237,\,110766,111665
99238,/,3615,58932
99239,/,651,619
99240,/,55865,55893
99241,/,73905,24323
99242,/,79933,79918
99243,/,79933,79920
99244,/,79933,79929
99245,/,91608,15460
99246,/,91608,32724
99247,/,91608,64816
99248,/,91608,91594
99249,/,91608,100960
99361,/,25560,68829
99362,/,92197,63689
99363,/,97703,99309
99364,\,6636,6637
99365,\,35175,40678
99366,\,77866,55292
99367,\,69990,70159
99368,\,48984,101246
99600,!,22602,14284
99601,!,108498,88235
99602,/,63403,26520
99603,/,6256,55150
99604,/,30461,57178
99605,/,70302,70159
99606,/,24358,92197
99607,/,81648,97703
99608,/,103106,98309
99609,!,61739,87610
120145,!,3804,110910
120147,!,14284,22602
120148,!,14284,22613
120149,!,15580,841
120150,!,806,44670
120151,!,1290,25301
120152,!,14734,46288
120153,!,21270,681
120154,!,21373,726
120155,!,25301,1290
120156,!,22602,43268
120157,!,23656,20592
120158,!,42819,27808
120159,!,40834,35711
120160,!,40825,87214
120161,!,45534,22229
120162,!,46519,4726
120163,!,46519,17312
120164,!,46288,14734
120165,!,49661,41642
120166,!,60742,71461
120167,!,61605,90990
120168,!,69575,81550
120169,!,80293,89418
120170,!,81550,69575
120171,!,82406,100357
120172,!,82406,108498
120173,!,88235,108498
120174,!,98523,19592
120175,!,109209,18660
120176,!,109209,4752
120177,!,109209,56940
120178,!,109318,60207
120179,!,111172,22083
120180,/,41117,2493
120181,/,58926,3615
120182,/,58932,3615
120183,/,28254,20572
120184,/,93366,20572
120185,/,5909,21177
120186,/,23124,21177
120187,/,36970,21177
120188,/,51194,21177
120189,/,83122,21177
120190,/,6006,26520
120191,/,8888,26520
120192,/,11817,26520
120193,/,33370,26520
120194,/,37200,26520
120195,/,95636,26520
120196,/,1015,46180
120197,/,9338,46180
120198,/,11904,46180
120199,/,23275,46180
120200,/,30221,46180
120201,/,33655,46180
120202,/,36562,46180
120203,/,37329,46180
120204,/,39008,46180
120205,/,67581,46180
120206,/,70621,46180
120207,/,83389,46180
120208,/,83726,46180
120209,/,85609,46180
120210,/,93493,46180
120211,/,96430,46180
120212,/,103193,46180
120213,/,30383,55150
120214,/,51557,55150
