δατισμός,n,----------,,,,,,0
102100,υ00305,ὑδροπότης,n,n-s---mn1e,ὑδροπότου,,,,,0
102101,υ00306,ὑδροπωσίη,n,n-s---fn1e,ὑδροπωσίης,,,,,0
102102,υ00307,ὑδροπωτέω,v,----------,,,,,,0
102103,υ00308,ὑδρορόδινον,n,n-s---nn2-,ὑδροροδίνου,,,,,0
102104,υ00309,ὑδροροσᾶτον,n,n-s---nn2-,ὑδροροσάτου,,,,,0
102105,υ00310,ὑδρορρόα,n,n-s---fn1l,ὑδρορρόας,,,,,0
102107,υ00312,ὑδρορρόος,n,n-s---mn2-,ὑδρορρόου,,,,,0
102108,υ00313,ὑδρορύα,n,n-s---fn1l,ὑδρορύας,,,,,0
102109,υ00314,ὕδρος,n,n-s---mn2-,ὕδρου,,,/hý.dros/,,0
102111,υ00316,ὑδροσέλινον,n,n-s---nn2-,ὑδροσελίνου,,,,,0
102112,υ00317,ὑδροσκοπέω,v,----------,,,,,,0
102113,υ00318,ὑδροσκοπία,n,n-s---fn1l,ὑδροσκοπίας,,,,,0
102114,υ00319,ὑδροσκοπική,n,n-s---fn1e,ὑδροσκοπικῆς,,,,,0
102115,υ00320,ὑδροσκοπικόν,n,----------,,,,,,0
102117,υ00322,ὑδρόσκοπος,n,n-s---mn2-,ὑδροσκόπου,,,,,0
102118,υ00323,ὑδροσπάταλος,n,n-s---mn2-,ὑδροσπατάλου,,,,,0
102119,υ00324,ὑδρόσπονδα,n,n-p---nn2-,ὑδροσπόνδων,,,,,0
102121,υ00326,ὑδροστάσιον,n,n-s---nn2-,ὑδροστασίου,,,,,0
102122,υ00327,ὑδροστατέομαι,v,----------,,,,,,0
102123,υ00328,ὑδροστάτης,n,n-s---mn1e,ὑδροστάτου,,,,,0
102124,υ00329,ὑδροστόλος,n,n-s---mn2-,ὑδροστόλου,,,,,0
102125,υ00330,ὑδρότης,n,n-s---fn3t,ὑδρότητος,,,,,0
102126,υ00331,ὑδροφάντης,n,n-s---mn1e,ὑδροφάντου,,,,,0
102127,υ00332,ὑδροφόβας,n,n-s---mn1a,ὑδροφόβου,,,,,0
102128,υ00333,ὑδροφοβία,n,n-s---fn1l,ὑδροφοβίας,,,,,0
102129,υ00334,ὑδροφοβιάω,v,----------,,,,,,0
102132,υ00337,ὑδροφορέω,v,----------,,,,,,0
102133,υ00338,ὑδροφόρησις,n,n-s---fn3v,ὑδροφορησέως,,,,,0
102134,υ00340,ὑδροφορία,n,n-s---fn1l,ὑδροφορίας,,,,,0
102135,υ00339,ὑδροφόρια,n,n-p---nn2-,ὑδροφορίων,,,,,0
102136,υ00341,ὑδροφορικός,a,aps---mn1-,ὑδροφορικός ὑδροφορική ὑδροφορικόν,,,,,0
23813,δ01845,διαναπνοή,n,n-s---fn1e,διαναπνοῆς,,,,,0
102138,υ00343,ὑδροφυλακέω,v,----------,,,,,,0
102139,υ00344,ὑδροφυλακία,n,n-s---fn1l,ὑδροφυλακίας,,,,,0
102140,υ00345,ὑδροφύλαξ,n,n-s---mn3e,ὑδροφύλακος,,,,,0
102141,υ00346,ὑδροχαμαίμηλον,n,n-s---nn2-,ὑδροχαμαιμήλου,,,,,0
102142,υ00347,ὑδροχαρής,a,aps---cn5s,ὑδροχαρής ὑδροχαρής ὑδροχαρές,,,,,0
102143,υ00348,ὑδρόχαρις,n,----------,,,,,,0
102144,υ00349,ὑδροχόα,n,n-s---fn1l,ὑδροχόας,,,,,0
102150,υ00355,ὑδροψύκτιον,n,n-s---nn2-,ὑδροψυκτίου,,,,,0
102151,υ00356,ὕδρω,v,----------,,,,,,0
102152,υ00357,ὑδρώδης,a,aps---cn3s,ὑδρώδης ὑδρώδης ὑδρώ͂δες,,,,,0
102153,υ00358,ὕδρωμα,n,n-s---nn3t,ὑδρώματος,,,,,0
102154,υ00359,ὑδρών,n,n-s---mn3n,ὑδρῶνος,,,,,0
102155,υ00360,ὑδρωπία,n,n-s---fn1l,ὑδρωπίας,,,,,0
102156,υ00361,ὑδρωπιάω,v,----------,,,,,,0
102158,υ00363,ὑδρωπισμός,n,----------,,,,,,0
102159,υ00364,ὑδρωπιώδης,a,aps---cn3s,ὑδρωπιώδης ὑδρωπιώδης ὑδρωπιώ͂δες,,,,,0
102160,υ00365,ὕδρωψ,n,n-s---mn3l,ὕδρωπος,,,,,0
102161,υ00366,ὕδω,v,----------,,,,,,0
102162,υ00367,ὕδωρ,n,n-s---nn3d,ὕδατος,,,/hý.dɔːr/,,0
102163,υ00368,ὑεικός,a,aps---mn1-,ὑεικός ὑεική ὑεικόν,,,,,0
102164,υ00369,ὕεινα,n,----------,,,,,,0
102165,υ00370,ὕειος,a,aps---mn1-,ὕειος ὕεια ὕειον,,,,,0
102166,υ03538,υεἱός,n,----------,,,,,,0
102167,υ00371,ὑελακυκάδες,n,----------,,,,,,0
102168,υ00372,ὑελέψης,n,n-s---mn1e,ὑελέψου,,,,,0
102169,,Ὑέλη,n,n-s---fn1e,Ὑέλης,,,/hy.é.lɛː/,,0
102170,υ00373,ὑελιάριος,n,n-s---mn2-,ὑελιαρίου,,,,,0
102171,υ00374,ὑελίζω,v,----------,,,,,,0
102173,υ00378,ὑελῖτις,n,----------,,,,,,0
102175,υ00377,ὑελοψός,n,----------,,,,,,0
102176,υ00380,ὑελώδης,n,----------,,,,,,0
102177,υ00381,ὑέργον,n,----------,,,,,,0
102178,υ00382,ὑετηρία,n,n-s---fn1l,ὑετηρίας,,,,,0
102179,υ00383,ὑετία,n,n-s---fn1l,ὑετίας,,,,,0
102180,υ00384,ὑετίζω,v,----------,,,,,,0
102182,υ00386,ὑετίς,n,----------,,,,,,0
102183,υ00387,ὑετόεις,a,aps---mn4i,ὑετόεις ὑετόεσσα ὑετόεν,,,,,0
102184,υ00388,ὑετόμαντις,n,----------,,,,,,0
102185,υ00389,ὑετοποιός,a,aps---cn2-,ὑετοποιός ὑετοποιός ὑετοποιόν,,,,,0
102186,υ00390,ὑετός,n,n-s---mn2-,ὑετοῦ,,,/hyː.e.tós/,,0
102187,υ00391,ὑετώδης,a,aps---cn3s,ὑετώδης ὑετώδης ὑετώ͂δες,,,,,0
102188,,Ὑεύς,n,----------,,,,,,0
102189,υ00392,ὐεύχομαι,v,----------,,,,,,0
102190,υ00009,ὐϝαις,r,----------,,,,,,0
102191,υ00393,ὕζω,v,----------,,,,,,0
102192,,Ὕη,n,n-s---fn1e,Ὕης,,,,,0
102193,υ00394,ὑηνεία,n,n-s---fn1l,ὑηνείας,,,,,0
102195,υ00396,ὑηνέω,v,----------,,,,,,0
102196,υ00397,ὑηνία,n,n-s---fn1l,ὑηνίας,,,,,0
23823,δ01855,διάνδιχα,r,----------,,,,,,0
23828,δ01860,διανεμητής,n,n-s---mn1e,διανεμητού,,,,,0
102198,,Ὕης,n,n-s---mn1e,Ὕου,,,,,0
102199,υ00399,ὑθαρᾶν,n,----------,,,,,,0
102200,υ00400,ὑθλέω,v,----------,,,,,,0
102202,υ00402,ὕθλος,n,n-s---mn2-,ὕθλου,,,,,0
102207,υ00405,ὑί̈διον,n,----------,,,,,,0
102208,υ00404,ὑί̈διον,n,n-s---nn2-,ὑϊδίου,,,,,0
102209,υ00406,ὑϊδοῦς,n,n-s---mn1-,ὑϊδόου,,,,,0
102210,υ00407,ὑί̈ζω,v,----------,,,,,,0
102212,υ00408,ὑϊκός,a,aps---mn1-,ὑϊκός ὑϊκή ὑϊκόν,,,,,0
102213,υ03541,υἱοθεσία,n,n-s---fn1l,υἱοθεσίας,,,,,0
102214,υ03542,υἱοθετέω,v,----------,,,,,,0
102216,υ03544,υἱόθρεπτος,n,n-s---mn2-,υἱοθρέπτου,,,,,0
102217,υ03545,υἱοποιέομαι,v,----------,,,,,,0
102219,υ03547,υἱοποιία,n,n-s---fn1l,υἱοποιίας,,,,,0
102220,υ03548,υἱός,n,n-s---mn2-,υἱέος,,n-s---mg2-=υἱοῦ,/hyː.ós/,,0
102221,υ03549,υἱόω,v,----------,,,,,,0
102222,υ03550,υἷς,r,----------,,,,,,0
102223,υ00409,ὑϊσμός,n,----------,,,,,,0
102224,υ03553,υἱωνεύς,n,n-s---mn3v,υἱωνέως,,,,,0
102225,υ03554,υἱωνός,n,----------,,,,,,0
102226,υ03555,υἵωσις,n,n-s---fn3v,υἱωσέως,,,,,0
102227,υ00410,ὑκερός,n,----------,,,,,,0
102228,υ00411,ὕκης,n,n-s---mn1e,ὕκου,,,,,0
102229,υ00412,ὔκιστρον,n,n-s---nn2-,ὐκίστρου,,,,,0
102230,υ00413,ὑκσώς,n,----------,,,,,,0
102231,υ00414,ὕλαγμα,n,n-s---nn3t,ὑλάγματος,,,,,0
102232,υ00415,ὑλαγμός,n,----------,,,,,,0
102234,υ00417,ὑλαγωγός,a,aps---cn2-,ὑλαγωγός ὑλαγωγός ὑλαγωγόν,,,,,0
102235,υ00418,ὑλάδια,n,n-p---nn2-,ὑλαδίων,,,,,0
102236,υ00419,ὑλάζομαι,v,----------,,,,,,0
102238,υ00420,ὑλακάω,v,----------,,,,,,0
102239,υ00421,ὑλακή,n,n-s---fn1e,ὑλακῆς,,,,,0
102241,υ00423,ὑλακόμωρος,a,aps---cn2-,ὑλακόμωρος ὑλακόμωρος ὑλακόμωρον,,,,,0
102242,υ00424,ὑλακτέω,v,----------,,,,/hy.lak.té.ɔː/,,0
102243,υ00425,ὑλακτητής,n,n-s---mn1e,ὑλακτητού,,,,,0
102244,υ00426,ὑλακτιάω,v,----------,,,,,,0
102245,υ00427,ὑλακτικός,a,aps---mn1-,ὑλακτικός ὑλακτική ὑλακτικόν,,,,,0
102246,υ00429,ὑλασία,n,n-s---fn1l,ὑλασίας,,,,,0
102247,υ00430,ὑλάσκω,v,----------,,,,,,0
102248,υ00431,ὕλασμα,n,n-s---nn3t,ὑλάσματος,,,,,0
102249,υ00432,ὑλάστρια,n,n-s---fn1s,ὑλάστριας,,,,,0
102250,υ00433,ὑλάω,v,----------,,,,,,0
102252,,Ὑλέτης,n,n-s---mn1e,Ὑλέτου,,,,,0
102253,,Ὑλεύς,n,n-s---mn3v,Ὑλέως,,,,,0
102254,υ00435,ὕλη,n,n-s---fn1e,ὕλης,,,/hy̌ː.lɛː/,,0
102255,υ00436,ὑλήεις,a,aps---mn4i,ὑλήεις ὑλήεσσα ὑλήεν,,,,,0
102256,υ00437,ὑληκοίτης,n,n-s---mn1e,ὑληκοίτου,,,,,0
102257,υ00438,ὕλημα,n,n-s---nn3t,ὑλήματος,,,,,0
102259,υ00440,ὑληουργός,a,aps---cn2-,ὑληουργός ὑληουργός ὑληουργόν,,,,,0
23837,δ01869,διάνηξις,n,n-s---fn3v,διανηξέως,,,,,0
102263,υ00444,ὑληφορέω,v,----------,,,,,,0
102264,υ00445,ὑληώρης,n,n-s---mn1e,ὑληώρου,,,,,0
102266,υ00447,ὑλιάριος,n,----------,,,,,,0
102267,υ00448,ὑλιβάτης,n,----------,,,,,,0
102268,υ00449,ὑλιβάτους,n,----------,,,,,,0
102270,υ00451,ὑλίζω,v,----------,,,,,,0
102271,υ00452,ὑλικός,a,aps---mn1-,ὑλικός ὑλική ὑλικόν,,,/hyː.li.kós/,,0
102272,υ00453,ὕλιμος,a,aps---cn2-,ὕλιμος ὕλιμος ὕλιμον,,,,,0
102273,υ00454,ὗλις,n,n-s---fn3v,ὕλεως,,,,,0
102274,υ00455,ὑλισμός,n,----------,,,,,,0
102275,υ00456,ὑλιστάγιον,n,n-s---nn2-,ὑλισταγίου,,,,,0
102276,υ00457,ὑλιστήρ,n,n-s---mn3r,ὑλιστῆρος,,,,,0
102278,υ00459,ὑλιστήριος,a,aps---mn1-,ὑλιστήριος ὑλιστήρια ὑλιστήριον,,,,,0
102279,υ00460,ὑλιστικόν,n,----------,,,,,,0
102280,υ00461,ὑλιστός,a,aps---mn1-,ὑλιστός ὑλιστή ὑλιστόν,,,,,0
102281,υ00462,ὑλίστριον,n,n-s---nn2-,ὑλιστρίου,,,,,0
102282,υ00463,ὑλίτης,n,----------,,,,,,0
102283,υ00464,ὕλλος,n,n-s---mn2-,ὕλλου,,,,,0
102284,υ00465,ὑλοβάτης,n,----------,,,,,,0
102285,υ00466,ὑλόβιος,n,n-s---mn2-,ὑλοβίου,,,,,0
102287,υ00468,ὑλογράφος,n,----------,,,,,,0
102288,υ00469,ὑλοδρόμος,a,aps---cn2-,ὑλοδρόμος ὑλοδρόμος ὑλοδρόμον,,,,,0
102289,υ00471,ὑλόκομος,a,aps---cn2-,ὑλόκομος ὑλόκομος ὑλόκομον,,,,,0
102290,υ00472,ὑλοκοπέω,v,----------,,,,,,0
102291,υ00473,ὑλοκόπος,n,n-s---mn2-,ὑλοκόπου,,,,,0
102292,υ00474,ὑλοκουρός,n,----------,,,,,,0
102293,υ00475,ὑλομανέω,v,----------,,,,,,0
102295,υ00477,ὑλομαχέω,v,----------,,,,,,0
102297,υ00470,ὑλοζιδής,n,----------,,,,,,0
102298,υ00479,ὑλόομαι,v,----------,,,,,,0
102299,υ00480,ὑλοποιὸς,n,----------,,,,,,0
102300,υ00481,ὑλόροδον,n,n-s---nn2-,ὑλορόδου,,,,,0
102301,υ00483,ὑλοσκόπος,a,aps---cn2-,ὑλοσκόπος ὑλοσκόπος ὑλοσκόπον,,,,,0
102302,υ00484,ὑλότης,n,n-s---fn3t,ὑλότητος,,,,,0
102303,υ00485,ὑλοτομέω,v,----------,,,,,,0
102304,υ00486,ὑλοτομία,n,n-s---fn1l,ὑλοτομίας,,,,,0
102306,υ00488,ὑλοτόμιον,n,n-s---nn2-,ὑλοτομίου,,,,,0
102307,υ00489,ὑλότομος,a,aps---cn2-,ὑλότομος ὑλότομος ὑλότομον,,,,,0
102308,υ00490,ὑλοτραγέω,v,----------,,,,,,0
102310,υ00492,ὑλουργέω,v,----------,,,,,,0
102311,υ00493,ὑλουργία,n,n-s---fn1l,ὑλουργίας,,,,,0
102312,υ00494,ὑλουργός,a,----------,,,,,,0
102313,υ00495,ὑλοφάγος,n,----------,,,,,,0
102314,υ00496,ὑλοφορβός,a,aps---cn2-,ὑλοφορβός ὑλοφορβός ὑλοφορβόν,,,,,0
102315,υ00497,ὑλοφορέω,v,----------,,,,,,0
102319,υ00482,ὑλῷος,a,aps---mn1-,ὑλῷος ὑλῷα ὑλῷον,,,,,0
102320,υ00501,ὑλωρέω,v,----------,,,,,,0
23845,δ01877,διανιάομαι,v,----------,,,,,,0
102323,υ00504,ὑμαί,r,----------,,,,,,0
102324,υ00523,ὐμᾶλιζ,n,----------,,,,,,0
102325,υ00505,ὐμαρτέω,v,----------,,,,,,0
102327,υ00507,ὑμέες,n,----------,,,,,,0
102328,υ00508,ὑμεναϊκὸν,n,----------,,,,,,0
102330,υ00510,ὑμεναιόω,v,----------,,,,,,0
102331,υ00511,ὑμενήϊος,n,n-s---mn2-,ὑμενηΐου,,,,,0
102332,υ00512,ὑμένινος,a,aps---mn1-,ὑμένινος ὑμενίνη ὑμένινον,,,,,0
102333,υ00513,ὑμένιον,n,n-s---nn2-,ὑμενίου,,,,,0
102335,υ00515,ὑμενόπτερος,a,aps---cn2-,ὑμενόπτερος ὑμενόπτερος ὑμενόπτερον,,,,,0
102337,υ00517,ὑμενόω,v,----------,,,,,,0
102338,υ00518,ὑμενώδης,a,aps---cn3s,ὑμενώδης ὑμενώδης ὑμενώ͂δες,,,,,0
102339,υ00519,ὑμές,n,----------,,,,,,0
102340,υ00520,ὑμέτερος,a,aps---mn1-,ὑμέτερος ὑμέτερα ὑμέτερον,,,/hyː.mé.te.ros/,,0
102341,υ00521,ὑμήν,n,n-s---mn3n,ὑμένος,,,/hyː.mɛ̌ːn/,,0
102342,,Ὑμήν,n,----------,,,,,,0
102343,υ00522,ὑμήναιος,n,----------,,,,,,0
102344,υ00524,ὔμμες,n,----------,,,,,,0
102345,υ00525,ὔμμος,a,aps---mn1-,ὔμμος ὔμμα ὔμμον,,,,,0
102346,υ00526,ὑμναγόρης,n,----------,,,,,,0
102347,υ00527,ὑμναγωγός,n,----------,,,,,,0
102348,υ00528,ὑμνάοιδος,n,n-s---mn2-,ὑμναοίδου,,,,,0
102349,υ00529,ὑμνάριον,n,n-s---nn2-,ὑμναρίου,,,,,0
102350,υ00535,ὑμνέω,v,----------,,,,/hym.né.ɔː/,,0
102351,υ00536,ὑμνηπολέω,v,----------,,,,,,0
102352,υ00537,ὕμνησις,n,n-s---fn3v,ὑμνησέως,,,,,0
102354,υ00539,ὑμνητέον,n,----------,,,,,,0
102355,υ00540,ὑμνητήρ,n,n-s---mn3r,ὑμνητῆρος,,,,,0
102356,υ00541,ὑμνητής,n,n-s---mn1e,ὑμνητού,,,,,0
102357,υ00542,ὑμνητικός,a,aps---mn1-,ὑμνητικός ὑμνητική ὑμνητικόν,,,,,0
102358,υ00543,ὑμνητός,a,aps---mn1-,ὑμνητός ὑμνητή ὑμνητόν,,,,,0
102359,υ00544,ὑμνήτρια,n,n-s---fn1s,ὑμνήτριας,,,,,0
102361,υ00546,ὑμνικός,a,aps---mn1-,ὑμνικός ὑμνική ὑμνικόν,,,,,0
102362,υ00547,ὑμνίωμες,n,----------,,,,,,0
102363,υ00548,ὑμνοάνασσα,n,n-s---fn1s,ὑμνοάνασσας,,,,,0
102365,υ00550,ὑμνογράφος,n,n-s---mn2-,ὑμνογράφου,,,/hym.no.ɡrá.pʰos/,,0
102366,υ00551,ὑμνοδιδάσκαλος,n,n-s---mn2-,ὑμνοδιδασκάλου,,,,,0
102368,υ00553,ὑμνολογέω,v,----------,,,,,,0
102369,υ00555,ὑμνολογία,n,n-s---fn1l,ὑμνολογίας,,,,,0
102370,υ00554,ὑμνολόγια,n,n-p---nn2-,ὑμνολογίων,,,,,0
102371,υ00556,ὑμνολογίζω,v,----------,,,,,,0
